,index,label
4245,B25085_021E,"Estimate!!Total:!!$300,000 to $399,999"
4248,B25085_022E,"Estimate!!Total:!!$400,000 to $499,999"
4241,B25085_023E,"Estimate!!Total:!!$500,000 to $749,999"
4243,B25085_024E,"Estimate!!Total:!!$750,000 to $999,999"
4238,B25085_025E,"Estimate!!Total:!!$1,000,000 to $1,499,999"
4239,B25085_026E,"Estimate!!Total:!!$1,500,000 to $1,999,999"
4237,B25085_027E,"Estimate!!Total:!!$2,000,000 or more"
8216,B25086_001E,Estimate!!Aggregate price asked (dollars)
16310,B25087_001E,Estimate!!Total:
16307,B25087_002E,Estimate!!Total:!!Housing units with a mortgage:
16319,B25087_003E,Estimate!!Total:!!Housing units with a mortgage:!!Less than $200
16316,B25087_004E,Estimate!!Total:!!Housing units with a mortgage:!!$200 to $299
16326,B25087_005E,Estimate!!Total:!!Housing units with a mortgage:!!$300 to $399
16322,B25087_006E,Estimate!!Total:!!Housing units with a mortgage:!!$400 to $499
16274,B25087_007E,Estimate!!Total:!!Housing units with a mortgage:!!$500 to $599
16271,B25087_008E,Estimate!!Total:!!Housing units with a mortgage:!!$600 to $699
16281,B25087_009E,Estimate!!Total:!!Housing units with a mortgage:!!$700 to $799
16213,B25087_010E,Estimate!!Total:!!Housing units with a mortgage:!!$800 to $899
16417,B25087_011E,Estimate!!Total:!!Housing units with a mortgage:!!$900 to $999
16413,B25087_012E,"Estimate!!Total:!!Housing units with a mortgage:!!$1,000 to $1,249"
16430,B25087_013E,"Estimate!!Total:!!Housing units with a mortgage:!!$1,250 to $1,499"
16426,B25087_014E,"Estimate!!Total:!!Housing units with a mortgage:!!$1,500 to $1,999"
16437,B25087_015E,"Estimate!!Total:!!Housing units with a mortgage:!!$2,000 to $2,499"
16435,B25087_016E,"Estimate!!Total:!!Housing units with a mortgage:!!$2,500 to $2,999"
16442,B25087_017E,"Estimate!!Total:!!Housing units with a mortgage:!!$3,000 to $3,499"
16439,B25087_018E,"Estimate!!Total:!!Housing units with a mortgage:!!$3,500 to $3,999"
16390,B25087_019E,"Estimate!!Total:!!Housing units with a mortgage:!!$4,000 or more"
16338,B25087_020E,Estimate!!Total:!!Housing units without a mortgage:
16350,B25087_021E,Estimate!!Total:!!Housing units without a mortgage:!!Less than $100
16344,B25087_022E,Estimate!!Total:!!Housing units without a mortgage:!!$100 to $149
16026,B25087_023E,Estimate!!Total:!!Housing units without a mortgage:!!$150 to $199
16023,B25087_024E,Estimate!!Total:!!Housing units without a mortgage:!!$200 to $249
16035,B25087_025E,Estimate!!Total:!!Housing units without a mortgage:!!$250 to $299
16031,B25087_026E,Estimate!!Total:!!Housing units without a mortgage:!!$300 to $349
16039,B25087_027E,Estimate!!Total:!!Housing units without a mortgage:!!$350 to $399
16037,B25087_028E,Estimate!!Total:!!Housing units without a mortgage:!!$400 to $499
16043,B25087_029E,Estimate!!Total:!!Housing units without a mortgage:!!$500 to $599
15910,B25087_030E,Estimate!!Total:!!Housing units without a mortgage:!!$600 to $699
15925,B25087_031E,Estimate!!Total:!!Housing units without a mortgage:!!$700 to $799
15920,B25087_032E,Estimate!!Total:!!Housing units without a mortgage:!!$800 to $899
15934,B25087_033E,Estimate!!Total:!!Housing units without a mortgage:!!$900 to $999
15930,B25087_034E,"Estimate!!Total:!!Housing units without a mortgage:!!$1000 to $1,099"
16168,B25087_035E,"Estimate!!Total:!!Housing units without a mortgage:!!$1100 to $1,199"
16164,B25087_036E,"Estimate!!Total:!!Housing units without a mortgage:!!$1200 to $1,299"
16175,B25087_037E,"Estimate!!Total:!!Housing units without a mortgage:!!$1300 to $1,399"
16172,B25087_038E,"Estimate!!Total:!!Housing units without a mortgage:!!$1400 to $1,499"
16181,B25087_039E,"Estimate!!Total:!!Housing units without a mortgage:!!$1,500 or more"
21343,B25088_001E,Estimate!!Median selected monthly owner costs (dollars) --!!Total:
21386,B25088_002E,Estimate!!Median selected monthly owner costs (dollars) --!!Housing units with a mortgage (dollars)
21380,B25088_003E,Estimate!!Median selected monthly owner costs (dollars) --!!Housing units without a mortgage (dollars)
1707,B25089_001E,Estimate!!Aggregate selected monthly owner costs (dollars):
1700,B25089_002E,Estimate!!Aggregate selected monthly owner costs (dollars):!!Housing units with a mortgage (dollars)
1717,B25089_003E,Estimate!!Aggregate selected monthly owner costs (dollars):!!Housing units without a mortgage (dollars)
19387,B25090_001E,Estimate!!Aggregate real estate taxes paid (dollars):
19399,B25090_002E,Estimate!!Aggregate real estate taxes paid (dollars):!!Aggregate real estate taxes paid for units with a mortgage (dollars)
19391,B25090_003E,Estimate!!Aggregate real estate taxes paid (dollars):!!Aggregate real estate taxes paid for units without a mortgage (dollars)
21597,B25091_001E,Estimate!!Total:
21595,B25091_002E,Estimate!!Total:!!Housing units with a mortgage:
27133,B25091_003E,Estimate!!Total:!!Housing units with a mortgage:!!Less than 10.0 percent
27128,B25091_004E,Estimate!!Total:!!Housing units with a mortgage:!!10.0 to 14.9 percent
27126,B25091_005E,Estimate!!Total:!!Housing units with a mortgage:!!15.0 to 19.9 percent
27121,B25091_006E,Estimate!!Total:!!Housing units with a mortgage:!!20.0 to 24.9 percent
27117,B25091_007E,Estimate!!Total:!!Housing units with a mortgage:!!25.0 to 29.9 percent
27113,B25091_008E,Estimate!!Total:!!Housing units with a mortgage:!!30.0 to 34.9 percent
27109,B25091_009E,Estimate!!Total:!!Housing units with a mortgage:!!35.0 to 39.9 percent
27153,B25091_010E,Estimate!!Total:!!Housing units with a mortgage:!!40.0 to 49.9 percent
27150,B25091_011E,Estimate!!Total:!!Housing units with a mortgage:!!50.0 percent or more
27146,B25091_012E,Estimate!!Total:!!Housing units with a mortgage:!!Not computed
27142,B25091_013E,Estimate!!Total:!!Housing units without a mortgage:
27139,B25091_014E,Estimate!!Total:!!Housing units without a mortgage:!!Less than 10.0 percent
27027,B25091_015E,Estimate!!Total:!!Housing units without a mortgage:!!10.0 to 14.9 percent
27026,B25091_016E,Estimate!!Total:!!Housing units without a mortgage:!!15.0 to 19.9 percent
27024,B25091_017E,Estimate!!Total:!!Housing units without a mortgage:!!20.0 to 24.9 percent
27023,B25091_018E,Estimate!!Total:!!Housing units without a mortgage:!!25.0 to 29.9 percent
27018,B25091_019E,Estimate!!Total:!!Housing units without a mortgage:!!30.0 to 34.9 percent
27039,B25091_020E,Estimate!!Total:!!Housing units without a mortgage:!!35.0 to 39.9 percent
27037,B25091_021E,Estimate!!Total:!!Housing units without a mortgage:!!40.0 to 49.9 percent
27035,B25091_022E,Estimate!!Total:!!Housing units without a mortgage:!!50.0 percent or more
27033,B25091_023E,Estimate!!Total:!!Housing units without a mortgage:!!Not computed
1947,B25092_001E,Estimate!!Median selected monthly owner costs as a percentage of household income in the past 12 months --!!Total:
1920,B25092_002E,Estimate!!Median selected monthly owner costs as a percentage of household income in the past 12 months --!!Housing units with a mortgage
1924,B25092_003E,Estimate!!Median selected monthly owner costs as a percentage of household income in the past 12 months --!!Housing units without a mortgage
8831,B25093_001E,Estimate!!Total:
8833,B25093_002E,Estimate!!Total:!!Householder 15 to 24 years:
8822,B25093_003E,Estimate!!Total:!!Householder 15 to 24 years:!!Less than 20.0 percent
8827,B25093_004E,Estimate!!Total:!!Householder 15 to 24 years:!!20.0 to 24.9 percent
8842,B25093_005E,Estimate!!Total:!!Householder 15 to 24 years:!!25.0 to 29.9 percent
8844,B25093_006E,Estimate!!Total:!!Householder 15 to 24 years:!!30.0 to 34.9 percent
8838,B25093_007E,Estimate!!Total:!!Householder 15 to 24 years:!!35.0 percent or more
8840,B25093_008E,Estimate!!Total:!!Householder 15 to 24 years:!!Not computed
8871,B25093_009E,Estimate!!Total:!!Householder 25 to 34 years:
8929,B25093_010E,Estimate!!Total:!!Householder 25 to 34 years:!!Less than 20.0 percent
8915,B25093_011E,Estimate!!Total:!!Householder 25 to 34 years:!!20.0 to 24.9 percent
8920,B25093_012E,Estimate!!Total:!!Householder 25 to 34 years:!!25.0 to 29.9 percent
8890,B25093_013E,Estimate!!Total:!!Householder 25 to 34 years:!!30.0 to 34.9 percent
8893,B25093_014E,Estimate!!Total:!!Householder 25 to 34 years:!!35.0 percent or more
8884,B25093_015E,Estimate!!Total:!!Householder 25 to 34 years:!!Not computed
8886,B25093_016E,Estimate!!Total:!!Householder 35 to 64 years:
8899,B25093_017E,Estimate!!Total:!!Householder 35 to 64 years:!!Less than 20.0 percent
8902,B25093_018E,Estimate!!Total:!!Householder 35 to 64 years:!!20.0 to 24.9 percent
8896,B25093_019E,Estimate!!Total:!!Householder 35 to 64 years:!!25.0 to 29.9 percent
8620,B25093_020E,Estimate!!Total:!!Householder 35 to 64 years:!!30.0 to 34.9 percent
8642,B25093_021E,Estimate!!Total:!!Householder 35 to 64 years:!!35.0 percent or more
8643,B25093_022E,Estimate!!Total:!!Householder 35 to 64 years:!!Not computed
8627,B25093_023E,Estimate!!Total:!!Householder 65 years and over:
8633,B25093_024E,Estimate!!Total:!!Householder 65 years and over:!!Less than 20.0 percent
8586,B25093_025E,Estimate!!Total:!!Householder 65 years and over:!!20.0 to 24.9 percent
8594,B25093_026E,Estimate!!Total:!!Householder 65 years and over:!!25.0 to 29.9 percent
8577,B25093_027E,Estimate!!Total:!!Householder 65 years and over:!!30.0 to 34.9 percent
8581,B25093_028E,Estimate!!Total:!!Householder 65 years and over:!!35.0 percent or more
8606,B25093_029E,Estimate!!Total:!!Householder 65 years and over:!!Not computed
16287,B25094_001E,Estimate!!Total:
16290,B25094_002E,Estimate!!Total:!!Less than $200
16293,B25094_003E,Estimate!!Total:!!$200 to $299
16228,B25094_004E,Estimate!!Total:!!$300 to $399
16233,B25094_005E,Estimate!!Total:!!$400 to $499
16240,B25094_006E,Estimate!!Total:!!$500 to $599
16245,B25094_007E,Estimate!!Total:!!$600 to $699
16250,B25094_008E,Estimate!!Total:!!$700 to $799
16255,B25094_009E,Estimate!!Total:!!$800 to $899
16392,B25094_010E,Estimate!!Total:!!$900 to $999
16398,B25094_011E,"Estimate!!Total:!!$1,000 to $1,249"
16401,B25094_012E,"Estimate!!Total:!!$1,250 to $1,499"
16404,B25094_013E,"Estimate!!Total:!!$1,500 to $1,999"
16407,B25094_014E,"Estimate!!Total:!!$2,000 to $2,499"
16410,B25094_015E,"Estimate!!Total:!!$2,500 to $2,999"
16354,B25094_016E,"Estimate!!Total:!!$3,000 to $3,499"
16358,B25094_017E,"Estimate!!Total:!!$3,500 to $3,999"
16361,B25094_018E,"Estimate!!Total:!!$4,000 or more"
17614,B25095_001E,Estimate!!Total:
17608,B25095_002E,"Estimate!!Total:!!Less than $10,000:"
17588,B25095_003E,"Estimate!!Total:!!Less than $10,000:!!Less than 20.0 percent"
17582,B25095_004E,"Estimate!!Total:!!Less than $10,000:!!20.0 to 24.9 percent"
17600,B25095_005E,"Estimate!!Total:!!Less than $10,000:!!25.0 to 29.9 percent"
17591,B25095_006E,"Estimate!!Total:!!Less than $10,000:!!30.0 to 34.9 percent"
17628,B25095_007E,"Estimate!!Total:!!Less than $10,000:!!35.0 to 39.9 percent"
17623,B25095_008E,"Estimate!!Total:!!Less than $10,000:!!40.0 to 49.9 percent"
17636,B25095_009E,"Estimate!!Total:!!Less than $10,000:!!50.0 percent or more"
17432,B25095_010E,"Estimate!!Total:!!Less than $10,000:!!Not computed"
17481,B25095_011E,"Estimate!!Total:!!$10,000 to $19,999:"
17476,B25095_012E,"Estimate!!Total:!!$10,000 to $19,999:!!Less than 20.0 percent"
17493,B25095_013E,"Estimate!!Total:!!$10,000 to $19,999:!!20.0 to 24.9 percent"
17486,B25095_014E,"Estimate!!Total:!!$10,000 to $19,999:!!25.0 to 29.9 percent"
17464,B25095_015E,"Estimate!!Total:!!$10,000 to $19,999:!!30.0 to 34.9 percent"
17460,B25095_016E,"Estimate!!Total:!!$10,000 to $19,999:!!35.0 to 39.9 percent"
17471,B25095_017E,"Estimate!!Total:!!$10,000 to $19,999:!!40.0 to 49.9 percent"
17466,B25095_018E,"Estimate!!Total:!!$10,000 to $19,999:!!50.0 percent or more"
17520,B25095_019E,"Estimate!!Total:!!$10,000 to $19,999:!!Not computed"
17276,B25095_020E,"Estimate!!Total:!!$20,000 to $34,999:"
17297,B25095_021E,"Estimate!!Total:!!$20,000 to $34,999:!!Less than 20.0 percent"
17289,B25095_022E,"Estimate!!Total:!!$20,000 to $34,999:!!20.0 to 24.9 percent"
17348,B25095_023E,"Estimate!!Total:!!$20,000 to $34,999:!!25.0 to 29.9 percent"
17343,B25095_024E,"Estimate!!Total:!!$20,000 to $34,999:!!30.0 to 34.9 percent"
17358,B25095_025E,"Estimate!!Total:!!$20,000 to $34,999:!!35.0 to 39.9 percent"
17353,B25095_026E,"Estimate!!Total:!!$20,000 to $34,999:!!40.0 to 49.9 percent"
17330,B25095_027E,"Estimate!!Total:!!$20,000 to $34,999:!!50.0 percent or more"
17322,B25095_028E,"Estimate!!Total:!!$20,000 to $34,999:!!Not computed"
17336,B25095_029E,"Estimate!!Total:!!$35,000 to $49,999:"
17154,B25095_030E,"Estimate!!Total:!!$35,000 to $49,999:!!Less than 20.0 percent"
17132,B25095_031E,"Estimate!!Total:!!$35,000 to $49,999:!!20.0 to 24.9 percent"
17127,B25095_032E,"Estimate!!Total:!!$35,000 to $49,999:!!25.0 to 29.9 percent"
17138,B25095_033E,"Estimate!!Total:!!$35,000 to $49,999:!!30.0 to 34.9 percent"
17135,B25095_034E,"Estimate!!Total:!!$35,000 to $49,999:!!35.0 to 39.9 percent"
17190,B25095_035E,"Estimate!!Total:!!$35,000 to $49,999:!!40.0 to 49.9 percent"
17185,B25095_036E,"Estimate!!Total:!!$35,000 to $49,999:!!50.0 percent or more"
17201,B25095_037E,"Estimate!!Total:!!$35,000 to $49,999:!!Not computed"
17196,B25095_038E,"Estimate!!Total:!!$50,000 to $74,999:"
17169,B25095_039E,"Estimate!!Total:!!$50,000 to $74,999:!!Less than 20.0 percent"
18071,B25095_040E,"Estimate!!Total:!!$50,000 to $74,999:!!20.0 to 24.9 percent"
18088,B25095_041E,"Estimate!!Total:!!$50,000 to $74,999:!!25.0 to 29.9 percent"
18084,B25095_042E,"Estimate!!Total:!!$50,000 to $74,999:!!30.0 to 34.9 percent"
18056,B25095_043E,"Estimate!!Total:!!$50,000 to $74,999:!!35.0 to 39.9 percent"
18050,B25095_044E,"Estimate!!Total:!!$50,000 to $74,999:!!40.0 to 49.9 percent"
18067,B25095_045E,"Estimate!!Total:!!$50,000 to $74,999:!!50.0 percent or more"
18062,B25095_046E,"Estimate!!Total:!!$50,000 to $74,999:!!Not computed"
18120,B25095_047E,"Estimate!!Total:!!$75,000 to $99,999:"
18115,B25095_048E,"Estimate!!Total:!!$75,000 to $99,999:!!Less than 20.0 percent"
18134,B25095_049E,"Estimate!!Total:!!$75,000 to $99,999:!!20.0 to 24.9 percent"
17879,B25095_050E,"Estimate!!Total:!!$75,000 to $99,999:!!25.0 to 29.9 percent"
17953,B25095_051E,"Estimate!!Total:!!$75,000 to $99,999:!!30.0 to 34.9 percent"
17947,B25095_052E,"Estimate!!Total:!!$75,000 to $99,999:!!35.0 to 39.9 percent"
17966,B25095_053E,"Estimate!!Total:!!$75,000 to $99,999:!!40.0 to 49.9 percent"
17961,B25095_054E,"Estimate!!Total:!!$75,000 to $99,999:!!50.0 percent or more"
17926,B25095_055E,"Estimate!!Total:!!$75,000 to $99,999:!!Not computed"
17919,B25095_056E,"Estimate!!Total:!!$100,000 to $149,999:"
17944,B25095_057E,"Estimate!!Total:!!$100,000 to $149,999:!!Less than 20.0 percent"
17934,B25095_058E,"Estimate!!Total:!!$100,000 to $149,999:!!20.0 to 24.9 percent"
17990,B25095_059E,"Estimate!!Total:!!$100,000 to $149,999:!!25.0 to 29.9 percent"
17742,B25095_060E,"Estimate!!Total:!!$100,000 to $149,999:!!30.0 to 34.9 percent"
17757,B25095_061E,"Estimate!!Total:!!$100,000 to $149,999:!!35.0 to 39.9 percent"
17750,B25095_062E,"Estimate!!Total:!!$100,000 to $149,999:!!40.0 to 49.9 percent"
17810,B25095_063E,"Estimate!!Total:!!$100,000 to $149,999:!!50.0 percent or more"
17807,B25095_064E,"Estimate!!Total:!!$100,000 to $149,999:!!Not computed"
17823,B25095_065E,"Estimate!!Total:!!$150,000 or more:"
17819,B25095_066E,"Estimate!!Total:!!$150,000 or more:!!Less than 20.0 percent"
17788,B25095_067E,"Estimate!!Total:!!$150,000 or more:!!20.0 to 24.9 percent"
17783,B25095_068E,"Estimate!!Total:!!$150,000 or more:!!25.0 to 29.9 percent"
17800,B25095_069E,"Estimate!!Total:!!$150,000 or more:!!30.0 to 34.9 percent"
17660,B25095_070E,"Estimate!!Total:!!$150,000 or more:!!35.0 to 39.9 percent"
17645,B25095_071E,"Estimate!!Total:!!$150,000 or more:!!40.0 to 49.9 percent"
17640,B25095_072E,"Estimate!!Total:!!$150,000 or more:!!50.0 percent or more"
17650,B25095_073E,"Estimate!!Total:!!$150,000 or more:!!Not computed"
26702,B25096_001E,Estimate!!Total:
26723,B25096_002E,Estimate!!Total:!!With a mortgage:
26719,B25096_003E,"Estimate!!Total:!!With a mortgage:!!Less than $50,000"
26716,B25096_004E,"Estimate!!Total:!!With a mortgage:!!$50,000 to $99,999"
26713,B25096_005E,"Estimate!!Total:!!With a mortgage:!!$100,000 to $149,999"
26744,B25096_006E,"Estimate!!Total:!!With a mortgage:!!$150,000 to $199,999"
26739,B25096_007E,"Estimate!!Total:!!With a mortgage:!!$200,000 to $299,999"
26734,B25096_008E,"Estimate!!Total:!!With a mortgage:!!$300,000 to $499,999"
26726,B25096_009E,"Estimate!!Total:!!With a mortgage:!!$500,000 to $749,999"
26605,B25096_010E,"Estimate!!Total:!!With a mortgage:!!$750,000 to $999,999"
26601,B25096_011E,"Estimate!!Total:!!With a mortgage:!!$1,000,000 or more"
26597,B25096_012E,Estimate!!Total:!!Not mortgaged:
26594,B25096_013E,"Estimate!!Total:!!Not mortgaged:!!Less than $50,000"
26620,B25096_014E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $99,999"
26617,B25096_015E,"Estimate!!Total:!!Not mortgaged:!!$100,000 to $149,999"
26613,B25096_016E,"Estimate!!Total:!!Not mortgaged:!!$150,000 to $199,999"
26610,B25096_017E,"Estimate!!Total:!!Not mortgaged:!!$200,000 to $299,999"
26640,B25096_018E,"Estimate!!Total:!!Not mortgaged:!!$300,000 to $499,999"
26636,B25096_019E,"Estimate!!Total:!!Not mortgaged:!!$500,000 to $749,999"
25726,B25096_020E,"Estimate!!Total:!!Not mortgaged:!!$750,000 to $999,999"
25722,B25096_021E,"Estimate!!Total:!!Not mortgaged:!!$1,000,000 or more"
5605,B25097_001E,Estimate!!Median value --!!Total:
5601,B25097_002E,Estimate!!Median value --!!Total:!!Median value for units with a mortgage
5614,B25097_003E,Estimate!!Median value --!!Total:!!Median value for units without a mortgage
7090,B25098_001E,Estimate!!Total:
7073,B25098_002E,Estimate!!Total:!!With a mortgage:
7075,B25098_003E,"Estimate!!Total:!!With a mortgage:!!Less than $10,000"
7059,B25098_004E,"Estimate!!Total:!!With a mortgage:!!$10,000 to $24,999"
7065,B25098_005E,"Estimate!!Total:!!With a mortgage:!!$25,000 to $34,999"
7043,B25098_006E,"Estimate!!Total:!!With a mortgage:!!$35,000 to $49,999"
7052,B25098_007E,"Estimate!!Total:!!With a mortgage:!!$50,000 to $74,999"
7036,B25098_008E,"Estimate!!Total:!!With a mortgage:!!$75,000 to $99,999"
7038,B25098_009E,"Estimate!!Total:!!With a mortgage:!!$100,000 to $149,999"
7095,B25098_010E,"Estimate!!Total:!!With a mortgage:!!$150,000 or more"
7097,B25098_011E,Estimate!!Total:!!Not mortgaged:
6346,B25098_012E,"Estimate!!Total:!!Not mortgaged:!!Less than $10,000"
6350,B25098_013E,"Estimate!!Total:!!Not mortgaged:!!$10,000 to $24,999"
6332,B25098_014E,"Estimate!!Total:!!Not mortgaged:!!$25,000 to $34,999"
6339,B25098_015E,"Estimate!!Total:!!Not mortgaged:!!$35,000 to $49,999"
6323,B25098_016E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $74,999"
6328,B25098_017E,"Estimate!!Total:!!Not mortgaged:!!$75,000 to $99,999"
6311,B25098_018E,"Estimate!!Total:!!Not mortgaged:!!$100,000 to $149,999"
6318,B25098_019E,"Estimate!!Total:!!Not mortgaged:!!$150,000 or more"
14865,B25099_001E,Estimate!!Median household income --!!Total:
14870,B25099_002E,Estimate!!Median household income --!!Total:!!Median household income for units with a mortgage
14845,B25099_003E,Estimate!!Median household income --!!Total:!!Median household income for units without a mortgage
22986,B25100_001E,Estimate!!Total:
22982,B25100_002E,Estimate!!Total:!!With a mortgage:
22979,B25100_003E,Estimate!!Total:!!With a mortgage:!!Less than 2.0
