,index,label
2421,B25101_030E,"Estimate!!Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent"
2419,B25101_031E,"Estimate!!Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent"
2429,B25101_032E,"Estimate!!Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more"
2425,B25101_033E,"Estimate!!Total:!!Not mortgaged:!!$35,000 to $49,999:"
2408,B25101_034E,"Estimate!!Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent"
2404,B25101_035E,"Estimate!!Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent"
2415,B25101_036E,"Estimate!!Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more"
2412,B25101_037E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $74,999:"
2392,B25101_038E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent"
2389,B25101_039E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent"
2541,B25101_040E,"Estimate!!Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more"
2538,B25101_041E,"Estimate!!Total:!!Not mortgaged:!!$75,000 or more:"
2512,B25101_042E,"Estimate!!Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent"
2507,B25101_043E,"Estimate!!Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent"
2525,B25101_044E,"Estimate!!Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more"
2518,B25101_045E,Estimate!!Total:!!Not mortgaged:!!Zero or negative income
9929,B25102_001E,Estimate!!Total:
9923,B25102_002E,Estimate!!Total:!!With a mortgage:
9918,B25102_003E,Estimate!!Total:!!With a mortgage:!!Less than $800
9913,B25102_004E,"Estimate!!Total:!!With a mortgage:!!$800 to $1,499"
9951,B25102_005E,"Estimate!!Total:!!With a mortgage:!!$1,500 to $1,999"
9945,B25102_006E,"Estimate!!Total:!!With a mortgage:!!$2,000 to $2,999"
9949,B25102_007E,"Estimate!!Total:!!With a mortgage:!!$3,000 or more"
9944,B25102_008E,Estimate!!Total:!!With a mortgage:!!No real estate taxes paid
9940,B25102_009E,Estimate!!Total:!!Not mortgaged:
9863,B25102_010E,Estimate!!Total:!!Not mortgaged:!!Less than $800
9857,B25102_011E,"Estimate!!Total:!!Not mortgaged:!!$800 to $1,499"
9849,B25102_012E,"Estimate!!Total:!!Not mortgaged:!!$1,500 to $1,999"
10024,B25102_013E,"Estimate!!Total:!!Not mortgaged:!!$2,000 to $2,999"
10019,B25102_014E,"Estimate!!Total:!!Not mortgaged:!!$3,000 or more"
10014,B25102_015E,Estimate!!Total:!!Not mortgaged:!!No real estate taxes paid
19175,B25103_001E,Estimate!!Median real estate taxes paid --!!Total:
19178,B25103_002E,Estimate!!Median real estate taxes paid --!!Total:!!Median real estate taxes paid for units with a mortgage
19181,B25103_003E,Estimate!!Median real estate taxes paid --!!Total:!!Median real estate taxes paid for units without a mortgage
26783,B25104_001E,Estimate!!Total:
26787,B25104_002E,Estimate!!Total:!!Less than $100
26776,B25104_003E,Estimate!!Total:!!$100 to $199
26779,B25104_004E,Estimate!!Total:!!$200 to $299
26780,B25104_005E,Estimate!!Total:!!$300 to $399
26773,B25104_006E,Estimate!!Total:!!$400 to $499
26775,B25104_007E,Estimate!!Total:!!$500 to $599
26708,B25104_008E,Estimate!!Total:!!$600 to $699
26710,B25104_009E,Estimate!!Total:!!$700 to $799
26645,B25104_010E,Estimate!!Total:!!$800 to $899
26676,B25104_011E,Estimate!!Total:!!$900 to $999
26677,B25104_012E,"Estimate!!Total:!!$1,000 to $1,499"
26671,B25104_013E,"Estimate!!Total:!!$1,500 to $1,999"
26674,B25104_014E,"Estimate!!Total:!!$2,000 to $2,499"
26665,B25104_015E,"Estimate!!Total:!!$2,500 to $2,999"
26667,B25104_016E,"Estimate!!Total:!!$3,000 or more"
26670,B25104_017E,Estimate!!Total:!!No cash rent
21089,B25105_001E,Estimate!!Median monthly housing costs
1365,B25106_001E,Estimate!!Total:
1364,B25106_002E,Estimate!!Total:!!Owner-occupied housing units:
1363,B25106_003E,"Estimate!!Total:!!Owner-occupied housing units:!!Less than $20,000:"
1368,B25106_004E,"Estimate!!Total:!!Owner-occupied housing units:!!Less than $20,000:!!Less than 20 percent"
1366,B25106_005E,"Estimate!!Total:!!Owner-occupied housing units:!!Less than $20,000:!!20 to 29 percent"
1371,B25106_006E,"Estimate!!Total:!!Owner-occupied housing units:!!Less than $20,000:!!30 percent or more"
1369,B25106_007E,"Estimate!!Total:!!Owner-occupied housing units:!!$20,000 to $34,999:"
1376,B25106_008E,"Estimate!!Total:!!Owner-occupied housing units:!!$20,000 to $34,999:!!Less than 20 percent"
1373,B25106_009E,"Estimate!!Total:!!Owner-occupied housing units:!!$20,000 to $34,999:!!20 to 29 percent"
1442,B25106_010E,"Estimate!!Total:!!Owner-occupied housing units:!!$20,000 to $34,999:!!30 percent or more"
1457,B25106_011E,"Estimate!!Total:!!Owner-occupied housing units:!!$35,000 to $49,999:"
1452,B25106_012E,"Estimate!!Total:!!Owner-occupied housing units:!!$35,000 to $49,999:!!Less than 20 percent"
1463,B25106_013E,"Estimate!!Total:!!Owner-occupied housing units:!!$35,000 to $49,999:!!20 to 29 percent"
1461,B25106_014E,"Estimate!!Total:!!Owner-occupied housing units:!!$35,000 to $49,999:!!30 percent or more"
1458,B25106_015E,"Estimate!!Total:!!Owner-occupied housing units:!!$50,000 to $74,999:"
1467,B25106_016E,"Estimate!!Total:!!Owner-occupied housing units:!!$50,000 to $74,999:!!Less than 20 percent"
1465,B25106_017E,"Estimate!!Total:!!Owner-occupied housing units:!!$50,000 to $74,999:!!20 to 29 percent"
1473,B25106_018E,"Estimate!!Total:!!Owner-occupied housing units:!!$50,000 to $74,999:!!30 percent or more"
1471,B25106_019E,"Estimate!!Total:!!Owner-occupied housing units:!!$75,000 or more:"
1266,B25106_020E,"Estimate!!Total:!!Owner-occupied housing units:!!$75,000 or more:!!Less than 20 percent"
1195,B25106_021E,"Estimate!!Total:!!Owner-occupied housing units:!!$75,000 or more:!!20 to 29 percent"
1191,B25106_022E,"Estimate!!Total:!!Owner-occupied housing units:!!$75,000 or more:!!30 percent or more"
1204,B25106_023E,Estimate!!Total:!!Owner-occupied housing units:!!Zero or negative income
1198,B25106_024E,Estimate!!Total:!!Renter-occupied housing units:
1196,B25106_025E,"Estimate!!Total:!!Renter-occupied housing units:!!Less than $20,000:"
1209,B25106_026E,"Estimate!!Total:!!Renter-occupied housing units:!!Less than $20,000:!!Less than 20 percent"
1205,B25106_027E,"Estimate!!Total:!!Renter-occupied housing units:!!Less than $20,000:!!20 to 29 percent"
1217,B25106_028E,"Estimate!!Total:!!Renter-occupied housing units:!!Less than $20,000:!!30 percent or more"
1214,B25106_029E,"Estimate!!Total:!!Renter-occupied housing units:!!$20,000 to $34,999:"
1349,B25106_030E,"Estimate!!Total:!!Renter-occupied housing units:!!$20,000 to $34,999:!!Less than 20 percent"
1358,B25106_031E,"Estimate!!Total:!!Renter-occupied housing units:!!$20,000 to $34,999:!!20 to 29 percent"
1356,B25106_032E,"Estimate!!Total:!!Renter-occupied housing units:!!$20,000 to $34,999:!!30 percent or more"
1273,B25106_033E,"Estimate!!Total:!!Renter-occupied housing units:!!$35,000 to $49,999:"
1270,B25106_034E,"Estimate!!Total:!!Renter-occupied housing units:!!$35,000 to $49,999:!!Less than 20 percent"
1278,B25106_035E,"Estimate!!Total:!!Renter-occupied housing units:!!$35,000 to $49,999:!!20 to 29 percent"
1277,B25106_036E,"Estimate!!Total:!!Renter-occupied housing units:!!$35,000 to $49,999:!!30 percent or more"
1275,B25106_037E,"Estimate!!Total:!!Renter-occupied housing units:!!$50,000 to $74,999:"
1286,B25106_038E,"Estimate!!Total:!!Renter-occupied housing units:!!$50,000 to $74,999:!!Less than 20 percent"
1281,B25106_039E,"Estimate!!Total:!!Renter-occupied housing units:!!$50,000 to $74,999:!!20 to 29 percent"
1017,B25106_040E,"Estimate!!Total:!!Renter-occupied housing units:!!$50,000 to $74,999:!!30 percent or more"
1032,B25106_041E,"Estimate!!Total:!!Renter-occupied housing units:!!$75,000 or more:"
1026,B25106_042E,"Estimate!!Total:!!Renter-occupied housing units:!!$75,000 or more:!!Less than 20 percent"
1045,B25106_043E,"Estimate!!Total:!!Renter-occupied housing units:!!$75,000 or more:!!20 to 29 percent"
1038,B25106_044E,"Estimate!!Total:!!Renter-occupied housing units:!!$75,000 or more:!!30 percent or more"
878,B25106_045E,Estimate!!Total:!!Renter-occupied housing units:!!Zero or negative income
875,B25106_046E,Estimate!!Total:!!Renter-occupied housing units:!!No cash rent
8607,B25107_001E,Estimate!!Median value --!!Total:
8608,B25107_002E,Estimate!!Median value --!!Total:!!Built 2020 or later
8601,B25107_003E,Estimate!!Median value --!!Total:!!Built 2010 to 2019
8598,B25107_004E,Estimate!!Median value --!!Total:!!Built 2000 to 2009
8597,B25107_005E,Estimate!!Median value --!!Total:!!Built 1990 to 1999
8589,B25107_006E,Estimate!!Median value --!!Total:!!Built 1980 to 1989
8585,B25107_007E,Estimate!!Median value --!!Total:!!Built 1970 to 1979
8579,B25107_008E,Estimate!!Median value --!!Total:!!Built 1960 to 1969
8821,B25107_009E,Estimate!!Median value --!!Total:!!Built 1950 to 1959
8749,B25107_010E,Estimate!!Median value --!!Total:!!Built 1940 to 1949
8745,B25107_011E,Estimate!!Median value --!!Total:!!Built 1939 or earlier
17061,B25108_001E,Estimate!!Aggregate value (dollars):
17063,B25108_002E,Estimate!!Aggregate value (dollars):!!Built 2020 or later
17065,B25108_003E,Estimate!!Aggregate value (dollars):!!Built 2010 to 2019
16966,B25108_004E,Estimate!!Aggregate value (dollars):!!Built 2000 to 2009
16970,B25108_005E,Estimate!!Aggregate value (dollars):!!Built 1990 to 1999
16975,B25108_006E,Estimate!!Aggregate value (dollars):!!Built 1980 to 1989
16980,B25108_007E,Estimate!!Aggregate value (dollars):!!Built 1970 to 1979
16951,B25108_008E,Estimate!!Aggregate value (dollars):!!Built 1960 to 1969
16955,B25108_009E,Estimate!!Aggregate value (dollars):!!Built 1950 to 1959
17000,B25108_010E,Estimate!!Aggregate value (dollars):!!Built 1940 to 1949
16985,B25108_011E,Estimate!!Aggregate value (dollars):!!Built 1939 or earlier
25480,B25109_001E,Estimate!!Median value --!!Total:
25487,B25109_002E,Estimate!!Median value --!!Total:!!Moved in 2019 or later
25515,B25109_003E,Estimate!!Median value --!!Total:!!Moved in 2015 to 2018
25518,B25109_004E,Estimate!!Median value --!!Total:!!Moved in 2010 to 2014
25502,B25109_005E,Estimate!!Median value --!!Total:!!Moved in 2000 to 2009
25507,B25109_006E,Estimate!!Median value --!!Total:!!Moved in 1990 to 1999
25455,B25109_007E,Estimate!!Median value --!!Total:!!Moved in 1989 or earlier
12602,B25110_001E,Estimate!!Aggregate value (dollars):
12608,B25110_002E,Estimate!!Aggregate value (dollars):!!Moved in 2019 or later
12598,B25110_003E,Estimate!!Aggregate value (dollars):!!Moved in 2015 to 2018
12599,B25110_004E,Estimate!!Aggregate value (dollars):!!Moved in 2010 to 2014
12590,B25110_005E,Estimate!!Aggregate value (dollars):!!Moved in 2000 to 2009
12596,B25110_006E,Estimate!!Aggregate value (dollars):!!Moved in 1990 to 1999
12583,B25110_007E,Estimate!!Aggregate value (dollars):!!Moved in 1989 or earlier
20695,B25111_001E,Estimate!!Median gross rent --!!Total:
20699,B25111_002E,Estimate!!Median gross rent --!!Total:!!Built 2020 or later
20704,B25111_003E,Estimate!!Median gross rent --!!Total:!!Built 2010 to 2019
20743,B25111_004E,Estimate!!Median gross rent --!!Total:!!Built 2000 to 2009
20746,B25111_005E,Estimate!!Median gross rent --!!Total:!!Built 1990 to 1999
20752,B25111_006E,Estimate!!Median gross rent --!!Total:!!Built 1980 to 1989
20755,B25111_007E,Estimate!!Median gross rent --!!Total:!!Built 1970 to 1979
20726,B25111_008E,Estimate!!Median gross rent --!!Total:!!Built 1960 to 1969
20723,B25111_009E,Estimate!!Median gross rent --!!Total:!!Built 1950 to 1959
20612,B25111_010E,Estimate!!Median gross rent --!!Total:!!Built 1940 to 1949
20616,B25111_011E,Estimate!!Median gross rent --!!Total:!!Built 1939 or earlier
24340,B25112_001E,Estimate!!Aggregate gross rent (dollars):
24349,B25112_002E,Estimate!!Aggregate gross rent (dollars):!!Built 2020 or later
24369,B25112_003E,Estimate!!Aggregate gross rent (dollars):!!Built 2010 to 2019
24373,B25112_004E,Estimate!!Aggregate gross rent (dollars):!!Built 2000 to 2009
24362,B25112_005E,Estimate!!Aggregate gross rent (dollars):!!Built 1990 to 1999
24366,B25112_006E,Estimate!!Aggregate gross rent (dollars):!!Built 1980 to 1989
24395,B25112_007E,Estimate!!Aggregate gross rent (dollars):!!Built 1970 to 1979
24404,B25112_008E,Estimate!!Aggregate gross rent (dollars):!!Built 1960 to 1969
24413,B25112_009E,Estimate!!Aggregate gross rent (dollars):!!Built 1950 to 1959
24494,B25112_010E,Estimate!!Aggregate gross rent (dollars):!!Built 1940 to 1949
24515,B25112_011E,Estimate!!Aggregate gross rent (dollars):!!Built 1939 or earlier
4480,B25113_001E,Estimate!!Median gross rent --!!Total:
4559,B25113_002E,Estimate!!Median gross rent --!!Total:!!Moved in 2019 or later
4555,B25113_003E,Estimate!!Median gross rent --!!Total:!!Moved in 2015 to 2018
4551,B25113_004E,Estimate!!Median gross rent --!!Total:!!Moved in 2010 to 2014
4545,B25113_005E,Estimate!!Median gross rent --!!Total:!!Moved in 2000 to 2009
4539,B25113_006E,Estimate!!Median gross rent --!!Total:!!Moved in 1990 to 1999
4533,B25113_007E,Estimate!!Median gross rent --!!Total:!!Moved in 1989 or earlier
9604,B25114_001E,Estimate!!Aggregate gross rent:
9599,B25114_002E,Estimate!!Aggregate gross rent:!!Moved in 2019 or later
9610,B25114_003E,Estimate!!Aggregate gross rent:!!Moved in 2015 to 2018
9607,B25114_004E,Estimate!!Aggregate gross rent:!!Moved in 2010 to 2014
9587,B25114_005E,Estimate!!Aggregate gross rent:!!Moved in 2000 to 2009
9585,B25114_006E,Estimate!!Aggregate gross rent:!!Moved in 1990 to 1999
9581,B25114_007E,Estimate!!Aggregate gross rent:!!Moved in 1989 or earlier
14053,B25115_001E,Estimate!!Total:
14049,B25115_002E,Estimate!!Total:!!Owner occupied:
14046,B25115_003E,Estimate!!Total:!!Owner occupied:!!Family households:
14069,B25115_004E,Estimate!!Total:!!Owner occupied:!!Family households:!!Married-couple family:
14071,B25115_005E,Estimate!!Total:!!Owner occupied:!!Family households:!!Married-couple family:!!With own children of the householder under 18 years
14066,B25115_006E,Estimate!!Total:!!Owner occupied:!!Family households:!!Married-couple family:!!No own children of the householder under 18 years
14064,B25115_007E,Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:
14060,B25115_008E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Male householder, no spouse present:"
14095,B25115_009E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Male householder, no spouse present:!!With own children of the householder under 18 years"
14001,B25115_010E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Male householder, no spouse present:!!No own children of the householder under 18 years"
13995,B25115_011E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Female householder, no spouse present:"
13957,B25115_012E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Female householder, no spouse present:!!With own children of the householder under 18 years"
13948,B25115_013E,"Estimate!!Total:!!Owner occupied:!!Family households:!!Other family:!!Female householder, no spouse present:!!No own children of the householder under 18 years"
13943,B25115_014E,Estimate!!Total:!!Owner occupied:!!Nonfamily households
13937,B25115_015E,Estimate!!Total:!!Renter occupied:
13940,B25115_016E,Estimate!!Total:!!Renter occupied:!!Family households:
13975,B25115_017E,Estimate!!Total:!!Renter occupied:!!Family households:!!Married-couple family:
13971,B25115_018E,Estimate!!Total:!!Renter occupied:!!Family households:!!Married-couple family:!!With own children of the householder under 18 years
13968,B25115_019E,Estimate!!Total:!!Renter occupied:!!Family households:!!Married-couple family:!!No own children of the householder under 18 years
13894,B25115_020E,Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:
13888,B25115_021E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Male householder, no spouse present:"
13882,B25115_022E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Male householder, no spouse present:!!With own children of the householder under 18 years"
13876,B25115_023E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Male householder, no spouse present:!!No own children of the householder under 18 years"
13840,B25115_024E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Female householder, no spouse present:"
13837,B25115_025E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Female householder, no spouse present:!!With own children of the householder under 18 years"
13832,B25115_026E,"Estimate!!Total:!!Renter occupied:!!Family households:!!Other family:!!Female householder, no spouse present:!!No own children of the householder under 18 years"
13835,B25115_027E,Estimate!!Total:!!Renter occupied:!!Nonfamily households
21827,B25116_001E,Estimate!!Total:
21831,B25116_002E,Estimate!!Total:!!Owner occupied:
21792,B25116_003E,Estimate!!Total:!!Owner occupied:!!1-person household:
21790,B25116_004E,Estimate!!Total:!!Owner occupied:!!1-person household:!!Householder 15 to 54 years
21794,B25116_005E,Estimate!!Total:!!Owner occupied:!!1-person household:!!Householder 55 to 64 years
21797,B25116_006E,Estimate!!Total:!!Owner occupied:!!1-person household:!!Householder 65 to 74 years
21800,B25116_007E,Estimate!!Total:!!Owner occupied:!!1-person household:!!Householder 75 years and over
21803,B25116_008E,Estimate!!Total:!!Owner occupied:!!2-or-more person household:
21808,B25116_009E,Estimate!!Total:!!Owner occupied:!!2-or-more person household:!!Householder 15 to 54 years
22544,B25116_010E,Estimate!!Total:!!Owner occupied:!!2-or-more person household:!!Householder 55 to 64 years
22546,B25116_011E,Estimate!!Total:!!Owner occupied:!!2-or-more person household:!!Householder 65 to 74 years
22551,B25116_012E,Estimate!!Total:!!Owner occupied:!!2-or-more person household:!!Householder 75 years and over
22555,B25116_013E,Estimate!!Total:!!Renter occupied:
22561,B25116_014E,Estimate!!Total:!!Renter occupied:!!1-person household:
22558,B25116_015E,Estimate!!Total:!!Renter occupied:!!1-person household:!!Householder 15 to 54 years
22529,B25116_016E,Estimate!!Total:!!Renter occupied:!!1-person household:!!Householder 55 to 64 years
22530,B25116_017E,Estimate!!Total:!!Renter occupied:!!1-person household:!!Householder 65 to 74 years
22531,B25116_018E,Estimate!!Total:!!Renter occupied:!!1-person household:!!Householder 75 years and over
22533,B25116_019E,Estimate!!Total:!!Renter occupied:!!2-or-more person household:
22446,B25116_020E,Estimate!!Total:!!Renter occupied:!!2-or-more person household:!!Householder 15 to 54 years
22451,B25116_021E,Estimate!!Total:!!Renter occupied:!!2-or-more person household:!!Householder 55 to 64 years
22455,B25116_022E,Estimate!!Total:!!Renter occupied:!!2-or-more person household:!!Householder 65 to 74 years
22461,B25116_023E,Estimate!!Total:!!Renter occupied:!!2-or-more person household:!!Householder 75 years and over
26765,B25117_001E,Estimate!!Total:
26755,B25117_002E,Estimate!!Total:!!Owner occupied:
26756,B25117_003E,Estimate!!Total:!!Owner occupied:!!Utility gas
26759,B25117_004E,"Estimate!!Total:!!Owner occupied:!!Bottled, tank, or LP gas"
26749,B25117_005E,Estimate!!Total:!!Owner occupied:!!Electricity
26751,B25117_006E,"Estimate!!Total:!!Owner occupied:!!Fuel oil, kerosene, etc."
26793,B25117_007E,Estimate!!Total:!!Owner occupied:!!Coal or coke
26796,B25117_008E,Estimate!!Total:!!Owner occupied:!!Wood
26784,B25117_009E,Estimate!!Total:!!Owner occupied:!!Solar energy
26871,B25117_010E,Estimate!!Total:!!Owner occupied:!!Other fuel
26875,B25117_011E,Estimate!!Total:!!Owner occupied:!!No fuel used
26864,B25117_012E,Estimate!!Total:!!Renter occupied:
26867,B25117_013E,Estimate!!Total:!!Renter occupied:!!Utility gas
26868,B25117_014E,"Estimate!!Total:!!Renter occupied:!!Bottled, tank, or LP gas"
26856,B25117_015E,Estimate!!Total:!!Renter occupied:!!Electricity
26859,B25117_016E,"Estimate!!Total:!!Renter occupied:!!Fuel oil, kerosene, etc."
26852,B25117_017E,Estimate!!Total:!!Renter occupied:!!Coal or coke
26855,B25117_018E,Estimate!!Total:!!Renter occupied:!!Wood
26901,B25117_019E,Estimate!!Total:!!Renter occupied:!!Solar energy
26932,B25117_020E,Estimate!!Total:!!Renter occupied:!!Other fuel
26937,B25117_021E,Estimate!!Total:!!Renter occupied:!!No fuel used
4045,B25118_001E,Estimate!!Total:
4046,B25118_002E,Estimate!!Total:!!Owner occupied:
4048,B25118_003E,"Estimate!!Total:!!Owner occupied:!!Less than $5,000"
4050,B25118_004E,"Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999"
4051,B25118_005E,"Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999"
4035,B25118_006E,"Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999"
4038,B25118_007E,"Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999"
4041,B25118_008E,"Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999"
4043,B25118_009E,"Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999"
5880,B25118_010E,"Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999"
5885,B25118_011E,"Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999"
5889,B25118_012E,"Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999"
5892,B25118_013E,"Estimate!!Total:!!Owner occupied:!!$150,000 or more"
5917,B25118_014E,Estimate!!Total:!!Renter occupied:
5918,B25118_015E,"Estimate!!Total:!!Renter occupied:!!Less than $5,000"
5921,B25118_016E,"Estimate!!Total:!!Renter occupied:!!$5,000 to $9,999"
5924,B25118_017E,"Estimate!!Total:!!Renter occupied:!!$10,000 to $14,999"
5903,B25118_018E,"Estimate!!Total:!!Renter occupied:!!$15,000 to $19,999"
5906,B25118_019E,"Estimate!!Total:!!Renter occupied:!!$20,000 to $24,999"
5966,B25118_020E,"Estimate!!Total:!!Renter occupied:!!$25,000 to $34,999"
5951,B25118_021E,"Estimate!!Total:!!Renter occupied:!!$35,000 to $49,999"
5954,B25118_022E,"Estimate!!Total:!!Renter occupied:!!$50,000 to $74,999"
5956,B25118_023E,"Estimate!!Total:!!Renter occupied:!!$75,000 to $99,999"
5957,B25118_024E,"Estimate!!Total:!!Renter occupied:!!$100,000 to $149,999"
5960,B25118_025E,"Estimate!!Total:!!Renter occupied:!!$150,000 or more"
10913,B25119_001E,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:
10908,B25119_002E,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Owner occupied (dollars)
10924,B25119_003E,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars) --!!Total:!!Renter occupied (dollars)
3173,B25120_001E,Estimate!!Aggregate household income in the past 12 months (in 2021 inflation-adjusted dollars):
3177,B25120_002E,Estimate!!Aggregate household income in the past 12 months (in 2021 inflation-adjusted dollars):!!Owner occupied :
3163,B25120_003E,Estimate!!Aggregate household income in the past 12 months (in 2021 inflation-adjusted dollars):!!Owner occupied :!!Housing units with a mortgage
3166,B25120_004E,Estimate!!Aggregate household income in the past 12 months (in 2021 inflation-adjusted dollars):!!Owner occupied :!!Housing units without a mortgage
3153,B25120_005E,Estimate!!Aggregate household income in the past 12 months (in 2021 inflation-adjusted dollars):!!Renter occupied
8770,B25121_001E,Estimate!!Total:
8755,B25121_002E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:"
8753,B25121_003E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value less than $10,000"
8751,B25121_004E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $10,000 to $19,999"
8747,B25121_005E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $20,000 to $29,999"
8760,B25121_006E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $30,000 to $39,999"
8758,B25121_007E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $40,000 to $49,999"
8757,B25121_008E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $50,000 to $59,999"
8756,B25121_009E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $60,000 to $69,999"
8365,B25121_010E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $70,000 to $79,999"
8359,B25121_011E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $80,000 to $89,999"
8352,B25121_012E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $90,000 to $99,999"
8345,B25121_013E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $100,000 to $199,999"
8313,B25121_014E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $200,000 to $249,999"
8309,B25121_015E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $250,000 to $499,999"
8304,B25121_016E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!Less than $10,000:!!Value $500,000 or more"
8300,B25121_017E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:"
8325,B25121_018E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value less than $10,000"
8322,B25121_019E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $10,000 to $19,999"
8477,B25121_020E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $20,000 to $29,999"
8471,B25121_021E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $30,000 to $39,999"
8526,B25121_022E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $40,000 to $49,999"
8520,B25121_023E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $50,000 to $59,999"
8513,B25121_024E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $60,000 to $69,999"
8504,B25121_025E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $70,000 to $79,999"
8447,B25121_026E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $80,000 to $89,999"
8443,B25121_027E,"Estimate!!Total:!!Household income the past 12 months (in 2021 inflation-adjusted dollars) --!!$10,000 to $19,999:!!Value $90,000 to $99,999"
