,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
2625,47,037,017402,1,1500000US470370174021,470370174021,1,Block Group 1,BG,668521,0,"POLYGON ((-86.728047 36.109449, -86.72456099999999 36.109034, -86.72170199999999 36.109747, -86.719489 36.107, -86.714961 36.103679, -86.711984 36.101007, -86.713318 36.100295, -86.713855 36.098876, -86.71788599999999 36.098898, -86.720437 36.098368, -86.72058699999999 36.098819, -86.72178599999999 36.101267, -86.720591 36.107103, -86.725266 36.107506, -86.728722 36.107006, -86.728047 36.109449))"
2629,47,037,018405,2,1500000US470370184052,470370184052,2,Block Group 2,BG,2859253,0,"POLYGON ((-86.950928 36.053572, -86.94674999999999 36.054266, -86.94470099999999 36.053944, -86.943591 36.054517, -86.94179200000001 36.057098, -86.942362 36.058463, -86.94440899999999 36.059518, -86.942745 36.062328, -86.939233 36.064637, -86.939111 36.064703, -86.938185 36.063995, -86.933324 36.062552, -86.932818 36.06294, -86.92366800000001 36.062545, -86.919568 36.062194, -86.91692999999999 36.063136, -86.91615299999999 36.060736, -86.91824200000001 36.060041, -86.91788699999999 36.05828, -86.918599 36.057141, -86.919116 36.051693, -86.928602 36.052909, -86.92876699999999 36.054494, -86.929782 36.055998, -86.930773 36.056058, -86.93337 36.054523, -86.935497 36.054867, -86.93727699999999 36.054035, -86.93917500000001 36.051981, -86.941722 36.050336, -86.943428 36.048509, -86.950924 36.050111, -86.95144000000001 36.051756, -86.950928 36.053572))"
2630,47,037,010401,1,1500000US470370104011,470370104011,1,Block Group 1,BG,2274536,51469,"POLYGON ((-86.710567 36.275667, -86.70971900000001 36.276128, -86.70694 36.27863, -86.698629 36.284164, -86.69681 36.286963, -86.69352499999999 36.286941, -86.692848 36.286285, -86.689097 36.287854, -86.686592 36.287135, -86.687155 36.284435, -86.686543 36.2792, -86.690438 36.278136, -86.689395 36.274694, -86.689589 36.272135, -86.702746 36.273085, -86.71004499999999 36.273448, -86.71016 36.272784, -86.711493 36.272899, -86.710567 36.275667))"
2631,47,037,018405,1,1500000US470370184051,470370184051,1,Block Group 1,BG,878419,0,"POLYGON ((-86.939111 36.064703, -86.93368100000001 36.068066, -86.92970099999999 36.071303, -86.926474 36.072708, -86.926749 36.068933, -86.925753 36.067889, -86.923147 36.066497, -86.92366800000001 36.062545, -86.932818 36.06294, -86.933324 36.062552, -86.938185 36.063995, -86.939111 36.064703))"
2632,47,037,012701,1,1500000US470370127011,470370127011,1,Block Group 1,BG,1996810,0,"POLYGON ((-86.797594 36.211518, -86.795286 36.213242, -86.794571 36.216481, -86.793249 36.219578, -86.79218899999999 36.219478, -86.789438 36.216506, -86.788505 36.214394, -86.78961 36.211749, -86.788122 36.212246, -86.784817 36.210337, -86.783683 36.208669, -86.782449 36.209431, -86.779366 36.209862, -86.777969 36.209061, -86.77954699999999 36.214647, -86.781655 36.217602, -86.782499 36.221132, -86.78165199999999 36.229967, -86.775537 36.223835, -86.77509499999999 36.223044, -86.77475 36.221443, -86.775206 36.216825, -86.77546599999999 36.214562, -86.776481 36.206508, -86.781009 36.206779, -86.78814300000001 36.208314, -86.78876099999999 36.208315, -86.791617 36.207015, -86.795721 36.209356, -86.797594 36.211518))"
2633,47,037,018000,3,1500000US470370180003,470370180003,3,Block Group 3,BG,1056158,0,"POLYGON ((-86.836139 36.118538, -86.83508 36.124531, -86.833455 36.125634, -86.833882 36.128596, -86.829314 36.127985, -86.826632 36.128613, -86.826165 36.128362, -86.826572 36.12385, -86.826717 36.12216, -86.826672 36.119311, -86.82664 36.115505, -86.836495 36.116508, -86.836139 36.118538))"
2636,47,037,019003,4,1500000US470370190034,470370190034,4,Block Group 4,BG,422632,0,"POLYGON ((-86.705888 36.084167, -86.702844 36.085121, -86.70143400000001 36.085562, -86.699949 36.086046, -86.699162 36.08478, -86.69927800000001 36.082032, -86.698547 36.079938, -86.700076 36.07476, -86.69911399999999 36.072047, -86.699686 36.072214, -86.701362 36.073685, -86.702431 36.074547, -86.702747 36.07839, -86.703827 36.079758, -86.702443 36.081049, -86.70226700000001 36.08165, -86.702136 36.081769, -86.702066 36.081809, -86.701894 36.081868, -86.702186 36.082399, -86.702015 36.084593, -86.705716 36.083711, -86.705888 36.084167))"
2637,47,037,019003,1,1500000US470370190031,470370190031,1,Block Group 1,BG,234302,0,"POLYGON ((-86.707548 36.081809, -86.705716 36.083711, -86.702015 36.084593, -86.702186 36.082399, -86.701894 36.081868, -86.702066 36.081809, -86.702136 36.081769, -86.70226700000001 36.08165, -86.702443 36.081049, -86.703827 36.079758, -86.70510299999999 36.078964, -86.70761400000001 36.07902, -86.707548 36.081809))"
2654,47,037,016600,1,1500000US470370166001,470370166001,1,Block Group 1,BG,406650,0,"POLYGON ((-86.81629 36.148011, -86.81508700000001 36.148628, -86.81326799999999 36.146251, -86.81144999999999 36.145499, -86.809791 36.146271, -86.809828 36.14467, -86.810849 36.138654, -86.812622 36.139042, -86.81516000000001 36.142139, -86.815506 36.142594, -86.816541 36.144008, -86.81629 36.148011))"
2655,47,037,016500,2,1500000US470370165002,470370165002,2,Block Group 2,BG,1065896,0,"POLYGON ((-86.809828 36.14467, -86.809791 36.146271, -86.808635 36.146848, -86.80122900000001 36.15049, -86.799299 36.147967, -86.79938799999999 36.147438, -86.79984899999999 36.144106, -86.800591 36.13884, -86.800758 36.137572, -86.810849 36.138654, -86.809828 36.14467))"
2656,47,037,016300,1,1500000US470370163001,470370163001,1,Block Group 1,BG,570066,0,"POLYGON ((-86.792231 36.148384, -86.79141 36.151938, -86.78630699999999 36.151301, -86.786025 36.151269, -86.78445499999999 36.150209, -86.784586 36.149332, -86.785724 36.147372, -86.787055 36.142756, -86.78825500000001 36.142853, -86.793138 36.143359, -86.792231 36.148384))"
2657,47,037,016300,2,1500000US470370163002,470370163002,2,Block Group 2,BG,529153,0,"POLYGON ((-86.79364200000001 36.140742, -86.793138 36.143359, -86.78825500000001 36.142853, -86.787055 36.142756, -86.787739 36.138794, -86.78867099999999 36.136169, -86.788895 36.134478, -86.78879499999999 36.133284, -86.79214 36.133609, -86.792047 36.134776, -86.793645 36.134996, -86.793494 36.13616, -86.79451400000001 36.136325, -86.79364200000001 36.140742))"
2658,47,037,015401,3,1500000US470370154013,470370154013,3,Block Group 3,BG,1718248,0,"POLYGON ((-86.597596 36.219734, -86.594306 36.219761, -86.593515 36.225698, -86.597618 36.226961, -86.597103 36.228967, -86.594629 36.229249, -86.593689 36.237109, -86.591092 36.237005, -86.588542 36.230275, -86.583855 36.217321, -86.583626 36.216703, -86.585887 36.21595, -86.588578 36.215389, -86.590339 36.215026, -86.591204 36.214985, -86.59767100000001 36.215126, -86.597596 36.219734))"
2659,47,037,015405,1,1500000US470370154051,470370154051,1,Block Group 1,BG,1399680,0,"POLYGON ((-86.608525 36.199025, -86.607443 36.201539, -86.604739 36.202016, -86.603165 36.205475, -86.60046699999999 36.208812, -86.597899 36.211057, -86.593192 36.206511, -86.59182 36.21021, -86.591292 36.210073, -86.591239 36.206122, -86.592187 36.202473, -86.591678 36.201813, -86.593339 36.200516, -86.597652 36.202004, -86.598432 36.200322, -86.597752 36.198036, -86.600735 36.19644, -86.604041 36.196837, -86.60778999999999 36.194491, -86.608525 36.199025))"
2660,47,037,011300,1,1500000US470370113001,470370113001,1,Block Group 1,BG,928579,0,"POLYGON ((-86.768613 36.205893, -86.767861 36.207553, -86.766233 36.209661, -86.764309 36.209721, -86.762912 36.209363, -86.761156 36.208676, -86.760329 36.208725, -86.759291 36.209461, -86.758443 36.209576, -86.75704399999999 36.209555, -86.75788 36.206367, -86.758015 36.202983, -86.76155799999999 36.203284, -86.762315 36.199171, -86.76988799999999 36.200185, -86.768613 36.205893))"
2661,47,037,011700,5,1500000US470370117005,470370117005,5,Block Group 5,BG,435883,0,"POLYGON ((-86.75146100000001 36.196536, -86.74985599999999 36.198878, -86.74882599999999 36.200471, -86.747978 36.200245, -86.749107 36.198255, -86.742598 36.196021, -86.743149 36.19501, -86.743877 36.193642, -86.744384 36.192729, -86.755099 36.193491, -86.75146100000001 36.196536))"
2662,47,037,011800,1,1500000US470370118001,470370118001,1,Block Group 1,BG,489618,0,"POLYGON ((-86.763279 36.193603, -86.76154699999999 36.194028, -86.759524 36.193886, -86.755099 36.193491, -86.75584000000001 36.192604, -86.7606 36.185318, -86.764466 36.186676, -86.763279 36.193603))"
2663,47,037,019200,1,1500000US470370192001,470370192001,1,Block Group 1,BG,690451,0,"POLYGON ((-86.762771 36.172593, -86.760334 36.173576, -86.760938 36.174535, -86.758831 36.175359, -86.75724099999999 36.175957, -86.755512 36.176652, -86.75278400000001 36.177674, -86.75091399999999 36.178628, -86.74989600000001 36.18014, -86.749696 36.180661, -86.74534199999999 36.180166, -86.74579 36.17713, -86.746027 36.175838, -86.746368 36.173759, -86.750074 36.174109, -86.751987 36.174199, -86.75917200000001 36.171501, -86.75967 36.172548, -86.762221 36.171573, -86.762771 36.172593))"
2664,47,037,019200,2,1500000US470370192002,470370192002,2,Block Group 2,BG,338827,0,"POLYGON ((-86.75917200000001 36.171501, -86.751987 36.174199, -86.750074 36.174109, -86.746368 36.173759, -86.746813 36.170823, -86.752753 36.171232, -86.75429099999999 36.170654, -86.756199 36.169928, -86.757873 36.169257, -86.75917200000001 36.171501))"
2665,47,037,016900,2,1500000US470370169002,470370169002,2,Block Group 2,BG,514780,0,"POLYGON ((-86.798196 36.116386, -86.795604 36.119599, -86.794247 36.124727, -86.79401900000001 36.125872, -86.79403499999999 36.126789, -86.793256 36.126845, -86.789267 36.126413, -86.790367 36.121693, -86.79062 36.120722, -86.79170999999999 36.116334, -86.796774 36.116131, -86.798196 36.116386))"
2666,47,037,017000,3,1500000US470370170003,470370170003,3,Block Group 3,BG,368227,0,"POLYGON ((-86.795618 36.130096, -86.795503 36.131854, -86.792332 36.131548, -86.79214 36.133609, -86.78879499999999 36.133284, -86.788737 36.132807, -86.78894200000001 36.129192, -86.789267 36.126413, -86.793256 36.126845, -86.79403499999999 36.126789, -86.79441199999999 36.127789, -86.79558900000001 36.129619, -86.795618 36.130096))"
2667,47,037,013300,1,1500000US470370133001,470370133001,1,Block Group 1,BG,755658,0,"POLYGON ((-86.86766900000001 36.164044, -86.867188 36.164185, -86.86653200000001 36.16445, -86.86642999999999 36.164481, -86.86575999999999 36.165012, -86.85812900000001 36.160671, -86.854446 36.158268, -86.853448 36.157472, -86.852277 36.153263, -86.854072 36.152971, -86.85768400000001 36.152272, -86.85752599999999 36.153929, -86.858186 36.156176, -86.859343 36.156981, -86.864548 36.158716, -86.86649800000001 36.160667, -86.868185 36.163892, -86.86766900000001 36.164044))"
2668,47,037,010301,1,1500000US470370103011,470370103011,1,Block Group 1,BG,2366527,0,"POLYGON ((-86.73541400000001 36.335292, -86.733896 36.335323, -86.73333700000001 36.339219, -86.72908200000001 36.338607, -86.729337 36.341977, -86.728579 36.343593, -86.72603599999999 36.342883, -86.72338000000001 36.343264, -86.7206 36.33983, -86.71771699999999 36.338456, -86.71702399999999 36.33309, -86.714764 36.328589, -86.71337200000001 36.323018, -86.71776699999999 36.323397, -86.718059 36.326263, -86.725686 36.327376, -86.730262 36.330398, -86.73123200000001 36.332017, -86.733743 36.3319, -86.73575200000001 36.332831, -86.73541400000001 36.335292))"
2669,47,037,018101,1,1500000US470370181011,470370181011,1,Block Group 1,BG,631194,0,"POLYGON ((-86.85991199999999 36.149683, -86.85795299999999 36.150156, -86.854474 36.150996, -86.85569099999999 36.149441, -86.854114 36.1459, -86.852733 36.145046, -86.85195 36.142052, -86.849746 36.139872, -86.851851 36.139979, -86.855295 36.137952, -86.857716 36.137852, -86.857382 36.139538, -86.857427 36.14138, -86.857968 36.145007, -86.85959699999999 36.145163, -86.85991199999999 36.149683))"
2670,47,037,017901,4,1500000US470370179014,470370179014,4,Block Group 4,BG,1952153,0,"POLYGON ((-86.836495 36.116508, -86.82664 36.115505, -86.810877 36.113957, -86.811666 36.109517, -86.81213099999999 36.108723, -86.81388099999999 36.105896, -86.81465 36.106029, -86.821331 36.106594, -86.824005 36.106821, -86.82860700000001 36.108689, -86.83740400000001 36.109608, -86.836495 36.116508))"
2671,47,037,018601,1,1500000US470370186011,470370186011,1,Block Group 1,BG,5214918,0,"POLYGON ((-86.86077400000001 36.071356, -86.858647 36.071158, -86.854778 36.085713, -86.85307299999999 36.084324, -86.851973 36.08579, -86.84878999999999 36.093111, -86.847069 36.092922, -86.845541 36.092859, -86.83859699999999 36.092679, -86.83224 36.091517, -86.828508 36.091363, -86.83296900000001 36.085306, -86.835089 36.080797, -86.837028 36.078775, -86.838375 36.077245, -86.84394 36.068292, -86.849261 36.062764, -86.851889 36.06504, -86.85530799999999 36.064989, -86.857153 36.063238, -86.858878 36.065072, -86.858767 36.068203, -86.86071800000001 36.069493, -86.86077400000001 36.071356))"
2672,47,037,018602,4,1500000US470370186024,470370186024,4,Block Group 4,BG,2499251,0,"POLYGON ((-86.82894400000001 36.070612, -86.826268 36.071609, -86.824183 36.074914, -86.823418 36.078624, -86.8222 36.079544, -86.820229 36.079508, -86.817809 36.078501, -86.813959 36.078162, -86.81253700000001 36.078779, -86.811076 36.080816, -86.807171 36.080825, -86.805436 36.080656, -86.80581599999999 36.078087, -86.80714500000001 36.074451, -86.80946400000001 36.07285, -86.810669 36.071332, -86.812735 36.065644, -86.813458 36.063817, -86.822181 36.064853, -86.824972 36.064674, -86.826339 36.063903, -86.82783999999999 36.066099, -86.82785699999999 36.068323, -86.82894400000001 36.070612))"
2673,47,037,011001,2,1500000US470370110012,470370110012,2,Block Group 2,BG,2053638,0,"POLYGON ((-86.776481 36.206508, -86.77546599999999 36.214562, -86.775206 36.216825, -86.773608 36.221827, -86.773079 36.224919, -86.771191 36.224287, -86.76605600000001 36.22379, -86.764853 36.224187, -86.76542499999999 36.226204, -86.76022399999999 36.225873, -86.761691 36.221706, -86.76228999999999 36.219974, -86.764397 36.213954, -86.765743 36.210307, -86.766184 36.209717, -86.766233 36.209661, -86.767861 36.207553, -86.768613 36.205893, -86.776297 36.20649, -86.776481 36.206508))"
2674,47,037,010201,2,1500000US470370102012,470370102012,2,Block Group 2,BG,3315734,0,"POLYGON ((-86.78534399999999 36.283419, -86.782098 36.287303, -86.78044800000001 36.288106, -86.77803 36.28805, -86.775329 36.286608, -86.773408 36.286755, -86.772032 36.287728, -86.758758 36.286309, -86.757577 36.285853, -86.756012 36.28339, -86.7565 36.278971, -86.755838 36.278241, -86.751255 36.277645, -86.755737 36.269265, -86.759467 36.270389, -86.761486 36.271821, -86.765129 36.275358, -86.76666400000001 36.276183, -86.773405 36.278714, -86.775065 36.278417, -86.77735199999999 36.279143, -86.78088200000001 36.27926, -86.78309900000001 36.278363, -86.785291 36.281387, -86.78534399999999 36.283419))"
2675,47,037,010201,3,1500000US470370102013,470370102013,3,Block Group 3,BG,4674298,0,"POLYGON ((-86.751255 36.277645, -86.74526299999999 36.286227, -86.743724 36.288033, -86.74323200000001 36.288458, -86.733734 36.292389, -86.724689 36.296815, -86.723167 36.296339, -86.719802 36.292906, -86.719707 36.292821, -86.724532 36.288877, -86.729981 36.283682, -86.732411 36.281222, -86.73394399999999 36.278991, -86.735088 36.276352, -86.737515 36.264692, -86.74467199999999 36.267003, -86.755737 36.269265, -86.751255 36.277645))"
2676,47,037,010901,1,1500000US470370109011,470370109011,1,Block Group 1,BG,2879560,0,"POLYGON ((-86.78088200000001 36.27926, -86.77735199999999 36.279143, -86.775065 36.278417, -86.773405 36.278714, -86.76666400000001 36.276183, -86.765129 36.275358, -86.761486 36.271821, -86.759467 36.270389, -86.755737 36.269265, -86.75667199999999 36.266947, -86.75778200000001 36.259322, -86.77079000000001 36.262151, -86.775971 36.262621, -86.77557 36.26466, -86.77624299999999 36.26775, -86.775392 36.27262, -86.779186 36.275022, -86.78309900000001 36.278363, -86.78088200000001 36.27926))"
2677,47,037,016900,4,1500000US470370169004,470370169004,4,Block Group 4,BG,403209,0,"POLYGON ((-86.81521499999999 36.128681, -86.80358099999999 36.127529, -86.80505100000001 36.125876, -86.805859 36.124974, -86.80673899999999 36.123216, -86.812642 36.124633, -86.81420900000001 36.126079, -86.816625 36.12976, -86.81521499999999 36.128681))"
2678,47,037,011600,1,1500000US470370116001,470370116001,1,Block Group 1,BG,4754946,329831,"POLYGON ((-86.72751100000001 36.172489, -86.72565400000001 36.168934, -86.72369500000001 36.169652, -86.720011 36.173634, -86.719206 36.175767, -86.717124 36.175424, -86.715124 36.17703, -86.715131 36.178274, -86.71338 36.179166, -86.711494 36.182365, -86.71096 36.185884, -86.709757 36.186339, -86.70941500000001 36.187496, -86.70909899999999 36.19016, -86.708656 36.195479, -86.706593 36.196336, -86.703242 36.196918, -86.700624 36.197755, -86.70131600000001 36.199217, -86.695162 36.200522, -86.69128000000001 36.195, -86.690248 36.193185, -86.69010900000001 36.190402, -86.69085099999999 36.188947, -86.693563 36.185671, -86.699868 36.180485, -86.70268799999999 36.177327, -86.704444 36.174837, -86.708555 36.17047, -86.712976 36.167213, -86.715102 36.166221, -86.7205 36.164711, -86.725295 36.164197, -86.727271 36.171017, -86.72751100000001 36.172489))"
2679,47,037,010602,2,1500000US470370106022,470370106022,2,Block Group 2,BG,1279316,0,"POLYGON ((-86.693223 36.257456, -86.69225900000001 36.263226, -86.687229 36.262856, -86.680283 36.262289, -86.678234 36.261709, -86.67910500000001 36.259891, -86.678736 36.259049, -86.677657 36.257487, -86.678335 36.257278, -86.681776 36.257793, -86.685125 36.25812, -86.686584 36.249583, -86.690628 36.251154, -86.69529799999999 36.252633, -86.693223 36.257456))"
2680,47,037,010601,3,1500000US470370106013,470370106013,3,Block Group 3,BG,1623376,269930,"POLYGON ((-86.67910500000001 36.259891, -86.678234 36.261709, -86.678157 36.261951, -86.67696100000001 36.262163, -86.675434 36.263156, -86.673196 36.260483, -86.670528 36.256489, -86.666887 36.253796, -86.662718 36.251127, -86.66110500000001 36.249596, -86.658625 36.245351, -86.65365300000001 36.240004, -86.655395 36.239048, -86.66106000000001 36.23762, -86.66573 36.239381, -86.667475 36.242118, -86.666363 36.243148, -86.66816900000001 36.246702, -86.669394 36.246843, -86.669371 36.248118, -86.67103400000001 36.251985, -86.67380300000001 36.255852, -86.677657 36.257487, -86.678736 36.259049, -86.67910500000001 36.259891))"
2681,47,037,010502,1,1500000US470370105021,470370105021,1,Block Group 1,BG,1327950,886316,"POLYGON ((-86.642627 36.248512, -86.640855 36.250214, -86.636633 36.254228, -86.622798 36.249308, -86.623043 36.243428, -86.621359 36.24105, -86.622123 36.240069, -86.622134 36.234091, -86.623625 36.234252, -86.6259 36.23452, -86.626221 36.234859, -86.628468 36.237512, -86.641285 36.247492, -86.642627 36.248512))"
2682,47,037,012701,2,1500000US470370127012,470370127012,2,Block Group 2,BG,4767363,17656,"POLYGON ((-86.811476 36.229297, -86.807901 36.230615, -86.80592 36.232413, -86.80256900000001 36.232137, -86.801069 36.233204, -86.797549 36.231708, -86.792436 36.232821, -86.792249 36.232639, -86.791769 36.232661, -86.791507 36.232788, -86.79114 36.233085, -86.790744 36.233106, -86.790278 36.233304, -86.79010100000001 36.233275, -86.789494 36.233353, -86.789078 36.233579, -86.788993 36.233773, -86.788037 36.234422, -86.78786700000001 36.235048, -86.786106 36.236536, -86.785968 36.235876, -86.785 36.233743, -86.784896 36.233578, -86.784521 36.232984, -86.78165199999999 36.229967, -86.782499 36.221132, -86.781655 36.217602, -86.77954699999999 36.214647, -86.777969 36.209061, -86.779366 36.209862, -86.782449 36.209431, -86.783683 36.208669, -86.784817 36.210337, -86.788122 36.212246, -86.78961 36.211749, -86.788505 36.214394, -86.789438 36.216506, -86.79218899999999 36.219478, -86.793249 36.219578, -86.794571 36.216481, -86.795286 36.213242, -86.797594 36.211518, -86.79912899999999 36.212776, -86.803481 36.218158, -86.804413 36.219697, -86.805893 36.22323, -86.811019 36.228218, -86.812663 36.230255, -86.811476 36.229297))"
2688,47,037,013400,2,1500000US470370134002,470370134002,2,Block Group 2,BG,1372620,0,"POLYGON ((-86.854474 36.150996, -86.85360900000001 36.151182, -86.852858 36.148286, -86.850966 36.14836, -86.85080499999999 36.14521, -86.84821100000001 36.145302, -86.847889 36.143131, -86.84179 36.143332, -86.840979 36.14102, -86.83913699999999 36.140971, -86.835309 36.140896, -86.82852099999999 36.140249, -86.830071 36.139654, -86.83336300000001 36.138798, -86.84308299999999 36.136114, -86.844628 36.135251, -86.84646100000001 36.133537, -86.84762499999999 36.131462, -86.849289 36.132236, -86.850233 36.132467, -86.849785 36.133948, -86.849746 36.139872, -86.85195 36.142052, -86.852733 36.145046, -86.854114 36.1459, -86.85569099999999 36.149441, -86.854474 36.150996))"
2689,47,037,017500,3,1500000US470370175003,470370175003,3,Block Group 3,BG,1384014,0,"POLYGON ((-86.752217 36.089071, -86.751172 36.090498, -86.750725 36.09179, -86.751109 36.098534, -86.749505 36.09859, -86.746691 36.098306, -86.745642 36.100763, -86.74457099999999 36.106353, -86.74285500000001 36.106418, -86.739442 36.099637, -86.737669 36.096152, -86.737453 36.095768, -86.735423 36.091896, -86.734515 36.090847, -86.743619 36.091746, -86.74557900000001 36.09171, -86.747255 36.091481, -86.750164 36.090315, -86.75132600000001 36.089531, -86.75782599999999 36.083538, -86.752217 36.089071))"
2690,47,037,018601,2,1500000US470370186012,470370186012,2,Block Group 2,BG,5560853,0,"POLYGON ((-86.896406 36.049988, -86.895025 36.051125, -86.89393800000001 36.052238, -86.87668499999999 36.050493, -86.875182 36.057362, -86.872986 36.063092, -86.871601 36.065678, -86.87211600000001 36.068766, -86.87124900000001 36.073549, -86.868951 36.077222, -86.865639 36.076716, -86.86389699999999 36.076276, -86.864439 36.075121, -86.86077400000001 36.071356, -86.86071800000001 36.069493, -86.858767 36.068203, -86.858878 36.065072, -86.857153 36.063238, -86.85530799999999 36.064989, -86.851889 36.06504, -86.849261 36.062764, -86.853089 36.059373, -86.858298 36.052774, -86.862739 36.047308, -86.864761 36.044896, -86.896719 36.04892, -86.896406 36.049988))"
2691,47,037,018500,4,1500000US470370185004,470370185004,4,Block Group 4,BG,1472256,0,"POLYGON ((-86.880357 36.089212, -86.87585799999999 36.093788, -86.87325199999999 36.097082, -86.86869 36.095364, -86.867817 36.095336, -86.866269 36.095226, -86.865672 36.09486, -86.86464700000001 36.092554, -86.860947 36.089492, -86.86679700000001 36.0833, -86.866895 36.083168, -86.867178 36.084729, -86.867791 36.085184, -86.868714 36.085786, -86.88167900000001 36.087203, -86.880357 36.089212))"
2692,47,037,018500,1,1500000US470370185001,470370185001,1,Block Group 1,BG,2133247,0,"POLYGON ((-86.861625 36.115074, -86.854524 36.120432, -86.85301800000001 36.122048, -86.851077 36.124174, -86.850584 36.123785, -86.85025899999999 36.123303, -86.849917 36.122476, -86.84948799999999 36.121908, -86.848783 36.121542, -86.84864899999999 36.121392, -86.846632 36.120765, -86.84418700000001 36.118703, -86.843975 36.117919, -86.843813 36.116593, -86.84380299999999 36.115482, -86.84507499999999 36.110691, -86.844424 36.108738, -86.845091 36.103781, -86.850005 36.10655, -86.853025 36.106105, -86.854265 36.108241, -86.857466 36.110317, -86.86103199999999 36.111714, -86.863106 36.113519, -86.861625 36.115074))"
2693,47,037,010202,2,1500000US470370102022,470370102022,2,Block Group 2,BG,27971087,77571,"POLYGON ((-86.823083 36.351648, -86.819698 36.352194, -86.817016 36.353143, -86.815664 36.352759, -86.811194 36.354028, -86.80739 36.355445, -86.80327800000001 36.355473, -86.802649 36.356738, -86.798134 36.358413, -86.79704700000001 36.359611, -86.79025900000001 36.360038, -86.787357 36.35964, -86.787723 36.363284, -86.786942 36.365767, -86.78827200000001 36.366319, -86.789866 36.368738, -86.791946 36.369321, -86.791034 36.37676, -86.787344 36.377118, -86.784735 36.379441, -86.783726 36.381827, -86.783924 36.38368, -86.78129199999999 36.383645, -86.782211 36.384827, -86.780655 36.387168, -86.781035 36.387866, -86.781893 36.389588, -86.781199 36.39019, -86.777749 36.39115, -86.77238699999999 36.393241, -86.76857104597551 36.3937373534588, -86.76433 36.394289, -86.76429400000001 36.394996, -86.76352199999999 36.396842, -86.763492 36.396898, -86.764825 36.39814, -86.764151 36.399722, -86.76373599999999 36.399981, -86.76266800000001 36.400162, -86.760792 36.400794, -86.76055700000001 36.400717, -86.758072 36.399867, -86.756597 36.400441, -86.755195 36.402458, -86.754795 36.405496, -86.753895 36.404295, -86.751352 36.404763, -86.748493 36.404694, -86.745693 36.403097, -86.74606 36.399644, -86.743483 36.397743, -86.741674 36.397337, -86.74133399999999 36.393156, -86.740213 36.390717, -86.740723 36.389859, -86.743267 36.388807, -86.743882 36.385883, -86.74500399999999 36.385259, -86.747017 36.385369, -86.749194 36.383995, -86.749516 36.383123, -86.748713 36.381143, -86.749075 36.378684, -86.748679 36.376577, -86.753624 36.374989, -86.75659899999999 36.372422, -86.759604 36.372101, -86.76036999999999 36.372267, -86.757452 36.368379, -86.75734799999999 36.367988, -86.757317 36.367766, -86.757301 36.367132, -86.75724700000001 36.366977, -86.755071 36.36466, -86.752661 36.362909, -86.75415099999999 36.361841, -86.757925 36.36116, -86.75938600000001 36.360239, -86.759503 36.359163, -86.75838400000001 36.357389, -86.75821999999999 36.354476, -86.756985 36.352317, -86.757001 36.34741, -86.75612099999999 36.342876, -86.761246 36.338458, -86.764034 36.337443, -86.765829 36.337255, -86.769445 36.337562, -86.772599 36.335681, -86.774832 36.333478, -86.778965 36.333976, -86.77895700000001 36.336395, -86.782512 36.336757, -86.78425300000001 36.335742, -86.78503000000001 36.335967, -86.78651000000001 36.338088, -86.78912800000001 36.337345, -86.792748 36.335726, -86.794687 36.33577, -86.796919 36.334383, -86.800985 36.333171, -86.803658 36.331982, -86.80894499999999 36.331719, -86.810478 36.331157, -86.812968 36.331078, -86.815287 36.332028, -86.816541 36.334149, -86.81801299999999 36.334667, -86.820622 36.334008, -86.82099700000001 36.338503, -86.818889 36.342982, -86.821054 36.345495, -86.824175 36.350344, -86.823083 36.351648))"
2694,47,037,015620,1,1500000US470370156201,470370156201,1,Block Group 1,BG,800566,0,"POLYGON ((-86.63512799999999 36.074716, -86.634418 36.074845, -86.62486199999999 36.074, -86.62414800000001 36.073933, -86.62351200000001 36.073872, -86.624206 36.068349, -86.625265 36.068432, -86.625411 36.066733, -86.628001 36.064969, -86.62848 36.064798, -86.636183 36.071874, -86.63512799999999 36.074716))"
2695,47,037,015618,1,1500000US470370156181,470370156181,1,Block Group 1,BG,1007050,0,"POLYGON ((-86.62870100000001 36.082783, -86.627453 36.089128, -86.626497 36.090338, -86.624314 36.089809, -86.619266 36.089307, -86.61709399999999 36.089261, -86.618208 36.083292, -86.61759600000001 36.082165, -86.619049 36.081425, -86.62089 36.081836, -86.621948 36.078947, -86.623377 36.07871, -86.624036 36.07951, -86.62428199999999 36.079912, -86.6284 36.079376, -86.62996699999999 36.081511, -86.62870100000001 36.082783))"
