,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,NAMELSAD,LSAD,ALAND,AWATER,geometry
2696,47,037,015617,2,1500000US470370156172,470370156172,2,Block Group 2,BG,2297890,2581744,"POLYGON ((-86.61920000000001 36.089592, -86.618245 36.094798, -86.617929 36.099636, -86.617372 36.100852, -86.61475 36.103025, -86.61340300000001 36.105669, -86.612262 36.109881, -86.611634 36.114007, -86.609517 36.115741, -86.606677 36.112521, -86.59882399999999 36.116017, -86.586196 36.108764, -86.586906 36.107412, -86.591115 36.102781, -86.601539 36.092457, -86.602615 36.090457, -86.60064199999999 36.090653, -86.60096 36.088984, -86.599445 36.087772, -86.59994399999999 36.086565, -86.601962 36.087329, -86.603951 36.087377, -86.607195 36.087735, -86.605829 36.09268, -86.60343899999999 36.096716, -86.60311900000001 36.09895, -86.603971 36.102609, -86.60547200000001 36.102573, -86.60721100000001 36.098847, -86.609269 36.097409, -86.610191 36.094565, -86.609779 36.092606, -86.611214 36.093099, -86.613838 36.092949, -86.614778 36.090902, -86.614048 36.08903, -86.61573199999999 36.089231, -86.61709399999999 36.089261, -86.619266 36.089307, -86.61920000000001 36.089592))"
2698,47,037,018700,3,1500000US470370187003,470370187003,3,Block Group 3,BG,6486943,0,"POLYGON ((-86.816368 36.040299, -86.81580700000001 36.044363, -86.816267 36.050519, -86.816064 36.053698, -86.81314 36.05337, -86.794057 36.054773, -86.78050399999999 36.055807, -86.775527 36.05545, -86.774829 36.055393, -86.77512400000001 36.054206, -86.775166 36.053365, -86.775808 36.04795, -86.776618 36.04688, -86.78141100000001 36.043391, -86.78209200000001 36.042021, -86.782582 36.038997, -86.783079 36.034886, -86.790875 36.036715, -86.816472 36.039217, -86.816368 36.040299))"
2699,47,037,017300,1,1500000US470370173001,470370173001,1,Block Group 1,BG,863629,0,"POLYGON ((-86.742937 36.121047, -86.74291700000001 36.121111, -86.742794 36.122197, -86.739029 36.121934, -86.736951 36.1236, -86.73815399999999 36.124317, -86.73775000000001 36.124356, -86.729698 36.11958, -86.730468 36.118713, -86.730647 36.116516, -86.73380400000001 36.116176, -86.735984 36.114444, -86.74362000000001 36.115176, -86.742937 36.121047))"
2700,47,037,017500,2,1500000US470370175002,470370175002,2,Block Group 2,BG,631235,0,"POLYGON ((-86.741271 36.106319, -86.74073199999999 36.110561, -86.734605 36.109933, -86.735058 36.101197, -86.737196 36.101517, -86.73751300000001 36.09944, -86.739442 36.099637, -86.74285500000001 36.106418, -86.741271 36.106319))"
2701,47,037,018801,1,1500000US470370188011,470370188011,1,Block Group 1,BG,1182940,0,"POLYGON ((-86.759451 36.067588, -86.758697 36.070377, -86.75921 36.074757, -86.75484400000001 36.074706, -86.748755 36.074516, -86.748159 36.074498, -86.743419 36.068749, -86.744962 36.068751, -86.746264 36.069291, -86.74727300000001 36.067623, -86.74916 36.067003, -86.749379 36.064654, -86.75924000000001 36.065234, -86.759451 36.067588))"
2702,47,037,018902,2,1500000US470370189022,470370189022,2,Block Group 2,BG,424654,0,"POLYGON ((-86.74565200000001 36.077733, -86.745193 36.078604, -86.741191 36.077566, -86.736186 36.077046, -86.73350000000001 36.077253, -86.731543 36.077812, -86.734086 36.074542, -86.734939 36.074035, -86.745968 36.074434, -86.74565200000001 36.077733))"
2703,47,037,018904,1,1500000US470370189041,470370189041,1,Block Group 1,BG,742986,0,"POLYGON ((-86.737346 36.067669, -86.736654 36.068759, -86.73503700000001 36.06999, -86.733266 36.071534, -86.732935 36.072171, -86.730453 36.070809, -86.72992600000001 36.06946, -86.730273 36.068023, -86.729376 36.067727, -86.726454 36.066022, -86.727191 36.065231, -86.72651399999999 36.064783, -86.72789299999999 36.061995, -86.73166000000001 36.060814, -86.733351 36.06255, -86.73526 36.062959, -86.738153 36.066055, -86.737346 36.067669))"
2704,47,037,015300,3,1500000US470370153003,470370153003,3,Block Group 3,BG,3745339,185974,"POLYGON ((-86.70223 36.24547, -86.69644599999999 36.246093, -86.69215699999999 36.246315, -86.68534099999999 36.243387, -86.684139 36.242107, -86.681579 36.236321, -86.679676 36.232325, -86.68129500000001 36.229511, -86.68205 36.227317, -86.681862 36.224107, -86.682597 36.217308, -86.681539 36.216407, -86.680593 36.214051, -86.681162 36.212783, -86.684181 36.212758, -86.684248 36.214643, -86.68781 36.213553, -86.68917500000001 36.215985, -86.68886999999999 36.216714, -86.689779 36.219326, -86.689123 36.220666, -86.688208 36.227109, -86.68973200000001 36.228441, -86.69367099999999 36.229297, -86.695559 36.231767, -86.6981 36.232454, -86.69935700000001 36.23344, -86.70223 36.24547))"
2705,47,037,011500,1,1500000US470370115001,470370115001,1,Block Group 1,BG,707590,0,"POLYGON ((-86.72444 36.204767, -86.722561 36.205583, -86.71717700000001 36.207875, -86.71703100000001 36.207924, -86.716114 36.204402, -86.717225 36.195948, -86.719491 36.196126, -86.72194 36.195593, -86.723386 36.195398, -86.7234 36.197139, -86.722835 36.200777, -86.722641 36.203038, -86.722707 36.203321, -86.724144 36.204459, -86.72444 36.204767))"
2830,47,037,010303,1,1500000US470370103031,470370103031,1,Block Group 1,BG,1006832,0,"POLYGON ((-86.719707 36.292821, -86.71364800000001 36.297677, -86.710213 36.295761, -86.707443 36.295089, -86.70887999999999 36.285234, -86.71234800000001 36.285021, -86.71570199999999 36.287153, -86.717253 36.288754, -86.719707 36.292821))"
2831,47,037,010302,1,1500000US470370103021,470370103021,1,Block Group 1,BG,1510349,0,"POLYGON ((-86.724689 36.296815, -86.72302999999999 36.298136, -86.722043 36.299346, -86.71886000000001 36.305205, -86.716837 36.308971, -86.71202700000001 36.309273, -86.712278 36.308099, -86.707612 36.30757, -86.70584700000001 36.311398, -86.704195 36.308338, -86.71364800000001 36.297677, -86.719707 36.292821, -86.719802 36.292906, -86.723167 36.296339, -86.724689 36.296815))"
2835,47,037,010601,1,1500000US470370106011,470370106011,1,Block Group 1,BG,13114835,717872,"POLYGON ((-86.681579 36.236321, -86.671829 36.236221, -86.670772 36.236411, -86.6704 36.235078, -86.66106000000001 36.23762, -86.655395 36.239048, -86.65365300000001 36.240004, -86.650009 36.236724, -86.647222 36.232276, -86.645174 36.227853, -86.643748 36.223506, -86.641914 36.216887, -86.639366 36.211277, -86.63892 36.209603, -86.639087 36.208113, -86.64064 36.205865, -86.645983 36.200549, -86.651325 36.196996, -86.657197 36.194251, -86.663539 36.192792, -86.666678 36.192801, -86.66874 36.193606, -86.67195700000001 36.19751, -86.67374 36.201606, -86.676298 36.205906, -86.677548 36.218213, -86.677603 36.226265, -86.678343 36.229356, -86.679676 36.232325, -86.681579 36.236321))"
2836,47,037,010702,2,1500000US470370107022,470370107022,2,Block Group 2,BG,630738,24479,"POLYGON ((-86.723056 36.248187, -86.72016000000001 36.254021, -86.71942900000001 36.253501, -86.717257 36.252558, -86.71371499999999 36.250875, -86.70956099999999 36.249932, -86.70897100000001 36.249014, -86.708125 36.248982, -86.703441 36.247003, -86.702962 36.246581, -86.703074 36.245417, -86.70564899999999 36.244607, -86.708815 36.242438, -86.70993900000001 36.243479, -86.70778199999999 36.245589, -86.71437400000001 36.248569, -86.719416 36.249398, -86.72035700000001 36.24801, -86.723056 36.248187))"
2837,47,037,015700,1,1500000US470370157001,470370157001,1,Block Group 1,BG,4157254,0,"POLYGON ((-86.72170199999999 36.109747, -86.71798699999999 36.110606, -86.715067 36.110643, -86.71154199999999 36.111533, -86.71017500000001 36.111926, -86.70914 36.11231, -86.705703 36.115234, -86.702609 36.117133, -86.700354 36.118328, -86.697475 36.116445, -86.68901 36.112896, -86.689976 36.10669, -86.69032900000001 36.104207, -86.691779 36.104303, -86.69244 36.098976, -86.69123 36.096559, -86.692564 36.096592, -86.695104 36.094782, -86.69793 36.097597, -86.701868 36.099259, -86.707644 36.098939, -86.709281 36.099253, -86.711412 36.101334, -86.711984 36.101007, -86.714961 36.103679, -86.719489 36.107, -86.72170199999999 36.109747))"
2838,47,037,019117,1,1500000US470370191171,470370191171,1,Block Group 1,BG,8508391,0,"POLYGON ((-86.669685 36.030536, -86.662824 36.035648, -86.658845 36.038817, -86.65993400000001 36.039602, -86.661637 36.042453, -86.661528 36.044776, -86.659688 36.044974, -86.658846 36.045366, -86.649551 36.040029, -86.64686399999999 36.038184, -86.63949700000001 36.031591, -86.620442 36.014507, -86.62169299999999 36.009137, -86.621821 36.004925, -86.624858 36.004947, -86.628837 36.003829, -86.634421 36.000369, -86.635893 36.000241, -86.640258 36.006044, -86.63969299999999 36.011218, -86.640484 36.013442, -86.64181000000001 36.014597, -86.64133699999999 36.018091, -86.64407799999999 36.022947, -86.649676 36.019891, -86.654152 36.021745, -86.659347 36.022729, -86.660768 36.021301, -86.664677 36.022875, -86.664492 36.024171, -86.664753 36.025193, -86.66591 36.027958, -86.66692999999999 36.028458, -86.666692 36.029695, -86.669685 36.030536))"
2839,47,037,019106,1,1500000US470370191061,470370191061,1,Block Group 1,BG,795206,0,"POLYGON ((-86.74386 36.046285, -86.74088500000001 36.045837, -86.73796400000001 36.043696, -86.734396 36.043305, -86.72631800000001 36.042899, -86.726524 36.042309, -86.726812 36.040884, -86.72837199999999 36.039543, -86.731729 36.038582, -86.737475 36.039477, -86.74350699999999 36.040019, -86.74409199999999 36.042732, -86.74386 36.046285))"
2840,47,037,012702,1,1500000US470370127021,470370127021,1,Block Group 1,BG,2903039,169453,"POLYGON ((-86.819125 36.217307, -86.817898 36.218959, -86.813529 36.216682, -86.81318899999999 36.21613, -86.806346 36.218071, -86.803481 36.218158, -86.79912899999999 36.212776, -86.797594 36.211518, -86.795721 36.209356, -86.791617 36.207015, -86.787918 36.201516, -86.78794499999999 36.200237, -86.784747 36.19754, -86.785791 36.196762, -86.78966800000001 36.199487, -86.794425 36.201216, -86.80289999999999 36.202369, -86.80871500000001 36.202387, -86.80943600000001 36.20378, -86.811035 36.206055, -86.813416 36.208667, -86.81550799999999 36.209817, -86.81569 36.211716, -86.817555 36.211434, -86.817831 36.214959, -86.819614 36.217028, -86.819125 36.217307))"
3122,47,037,015404,1,1500000US470370154041,470370154041,1,Block Group 1,BG,1294705,0,"POLYGON ((-86.63337799999999 36.186179, -86.630816 36.187185, -86.629317 36.188227, -86.625147 36.191346, -86.621714 36.195587, -86.62026899999999 36.198441, -86.619433 36.195674, -86.615556 36.191388, -86.613584 36.187023, -86.61539500000001 36.18656, -86.619586 36.18902, -86.62291500000001 36.187804, -86.626081 36.185512, -86.625916 36.185068, -86.62562200000001 36.183885, -86.62680400000001 36.180428, -86.62942099999999 36.179594, -86.62758700000001 36.178466, -86.631394 36.17915, -86.63325 36.181014, -86.63337799999999 36.186179))"
3123,47,037,019118,2,1500000US470370191182,470370191182,2,Block Group 2,BG,311849,0,"POLYGON ((-86.67183199999999 36.041907, -86.67058400000001 36.043452, -86.67043099999999 36.044867, -86.669151 36.044792, -86.669061 36.043714, -86.667117 36.042627, -86.666183 36.039925, -86.667102 36.036991, -86.672686 36.03921, -86.67183199999999 36.041907))"
3124,47,037,014400,1,1500000US470370144001,470370144001,1,Block Group 1,BG,1912531,0,"POLYGON ((-86.822525 36.153039, -86.81822099999999 36.15396, -86.818524 36.154886, -86.810502 36.159211, -86.807588 36.161369, -86.80337900000001 36.162765, -86.80254100000001 36.163763, -86.79986100000001 36.164919, -86.799125 36.163859, -86.795226 36.165495, -86.794364 36.165106, -86.79378800000001 36.163657, -86.79321899999999 36.160965, -86.792323 36.159459, -86.79471599999999 36.158284, -86.794404 36.157993, -86.80155499999999 36.154353, -86.80226 36.155304, -86.804136 36.154383, -86.811204 36.15104, -86.81234000000001 36.152942, -86.81206299999999 36.155294, -86.812934 36.155108, -86.82219600000001 36.147928, -86.822213 36.14805, -86.822525 36.153039))"
3125,47,037,018905,2,1500000US470370189052,470370189052,2,Block Group 2,BG,1006244,0,"POLYGON ((-86.74393999999999 36.056754, -86.74087299999999 36.065373, -86.740835 36.066282, -86.743419 36.068749, -86.74042300000001 36.068838, -86.739949 36.068726, -86.738759 36.068167, -86.737346 36.067669, -86.738153 36.066055, -86.73526 36.062959, -86.73442300000001 36.060127, -86.735147 36.057958, -86.73342 36.056831, -86.733284 36.055193, -86.73662299999999 36.05338, -86.739405 36.053895, -86.740504 36.05424, -86.74266 36.0551, -86.74468400000001 36.055367, -86.74393999999999 36.056754))"
3126,47,037,018404,1,1500000US470370184041,470370184041,1,Block Group 1,BG,3527731,0,"POLYGON ((-86.920945 36.074458, -86.909301 36.078304, -86.90176599999999 36.080227, -86.89850800000001 36.08142, -86.894723 36.084573, -86.895898 36.074413, -86.897159 36.074109, -86.896956 36.071977, -86.89809099999999 36.070832, -86.897363 36.069819, -86.901929 36.063917, -86.904127 36.062537, -86.90686700000001 36.061664, -86.91615299999999 36.060736, -86.91692999999999 36.063136, -86.916999 36.067311, -86.920692 36.071375, -86.920945 36.074458))"
3127,47,037,018407,2,1500000US470370184072,470370184072,2,Block Group 2,BG,5562836,0,"POLYGON ((-87.016136 36.076988, -86.99433399999999 36.077803, -86.99095800000001 36.077922, -86.98711400000001 36.07752, -86.985063 36.077005, -86.98171499999999 36.075803, -86.982246 36.075294, -86.987182 36.073015, -86.982513 36.071442, -86.969341 36.069687, -86.966938 36.069807, -86.963909 36.070604, -86.96684999999999 36.064755, -86.970457 36.064726, -86.973561 36.066274, -86.973123 36.06204, -86.97075599999999 36.060521, -86.971254 36.056881, -86.97850800000001 36.056327, -86.98139 36.054885, -86.98258300000001 36.05477, -86.98506999999999 36.052835, -86.98832 36.054314, -86.98914499999999 36.055247, -86.98983800000001 36.058622, -86.991066 36.06128, -86.99348500000001 36.062523, -86.99543199999999 36.065066, -86.998749 36.067154, -87.00171 36.069892, -87.006134 36.072761, -87.008571 36.073745, -87.011713 36.074079, -87.0149 36.074834, -87.018351 36.076583, -87.016136 36.076988))"
3128,47,037,015900,2,1500000US470370159002,470370159002,2,Block Group 2,BG,4138931,0,"POLYGON ((-86.75466900000001 36.149021, -86.750739 36.151209, -86.747018 36.149381, -86.74364199999999 36.147232, -86.7368 36.143163, -86.733501 36.1418, -86.731629 36.141218, -86.72300199999999 36.140558, -86.72685799999999 36.13949, -86.72712900000001 36.137002, -86.726927 36.135604, -86.72702700000001 36.131083, -86.728003 36.127599, -86.728106 36.126721, -86.72815799999999 36.126059, -86.72801800000001 36.124451, -86.727638 36.122511, -86.725964 36.117693, -86.72601400000001 36.117705, -86.729698 36.11958, -86.73775000000001 36.124356, -86.738107 36.124556, -86.747148 36.130312, -86.74959699999999 36.131951, -86.748338 36.134002, -86.74365899999999 36.136402, -86.742831 36.142301, -86.744366 36.142799, -86.755791 36.146601, -86.75466900000001 36.149021))"
3129,47,037,015613,4,1500000US470370156134,470370156134,4,Block Group 4,BG,873877,0,"POLYGON ((-86.688524 36.089597, -86.685756 36.091461, -86.68208 36.091261, -86.676179 36.089853, -86.67402 36.088569, -86.67383599999999 36.086047, -86.674734 36.085847, -86.680173 36.08428, -86.680375 36.083642, -86.68065300000001 36.081625, -86.682838 36.081249, -86.68295999999999 36.081533, -86.684442 36.084091, -86.68841399999999 36.087365, -86.68818899999999 36.089132, -86.688524 36.089597))"
3131,47,037,015804,3,1500000US470370158043,470370158043,3,Block Group 3,BG,408497,0,"POLYGON ((-86.70723099999999 36.129395, -86.70478799999999 36.135004, -86.702915 36.134089, -86.702389 36.133641, -86.700092 36.131287, -86.70063 36.127291, -86.702032 36.127363, -86.707245 36.127202, -86.70723099999999 36.129395))"
3132,47,037,015300,2,1500000US470370153002,470370153002,2,Block Group 2,BG,6225243,380861,"POLYGON ((-86.712846 36.237188, -86.71149699999999 36.240129, -86.71071600000001 36.240647, -86.708815 36.242438, -86.70564899999999 36.244607, -86.703074 36.245417, -86.70223 36.24547, -86.69935700000001 36.23344, -86.6981 36.232454, -86.695559 36.231767, -86.69367099999999 36.229297, -86.68973200000001 36.228441, -86.688208 36.227109, -86.689123 36.220666, -86.689779 36.219326, -86.68886999999999 36.216714, -86.68917500000001 36.215985, -86.68781 36.213553, -86.684248 36.214643, -86.684181 36.212758, -86.681712 36.210738, -86.681708 36.208399, -86.679694 36.206055, -86.68065199999999 36.205863, -86.686341 36.208332, -86.688745 36.208623, -86.690658 36.208295, -86.68780700000001 36.195992, -86.68941599999999 36.195635, -86.69128000000001 36.195, -86.695162 36.200522, -86.70077000000001 36.210276, -86.703985 36.213708, -86.706609 36.217934, -86.70863799999999 36.22606, -86.71158 36.231536, -86.71270699999999 36.234989, -86.712846 36.237188))"
3133,47,037,017701,2,1500000US470370177012,470370177012,2,Block Group 2,BG,1117688,0,"POLYGON ((-86.79029800000001 36.094095, -86.790834 36.100712, -86.79053399999999 36.102114, -86.789103 36.105966, -86.788695 36.105925, -86.785083 36.105546, -86.780687 36.105066, -86.77660400000001 36.105206, -86.77664300000001 36.104644, -86.77860800000001 36.102179, -86.782066 36.100668, -86.78418600000001 36.098035, -86.786405 36.097358, -86.787696 36.0883, -86.787719 36.088232, -86.788708 36.088151, -86.790999 36.088326, -86.79029800000001 36.094095))"
3134,47,037,010401,3,1500000US470370104013,470370104013,3,Block Group 3,BG,5305041,265086,"POLYGON ((-86.700872 36.300489, -86.699215 36.301079, -86.699839 36.302715, -86.695435 36.303919, -86.694407 36.306847, -86.691743 36.308372, -86.69007499999999 36.31102, -86.69010400000001 36.314134, -86.688587 36.314594, -86.687408 36.318129, -86.687387 36.3182, -86.680288 36.315862, -86.67891400000001 36.316487, -86.674807 36.31579, -86.672838 36.312213, -86.672224 36.308924, -86.666495 36.303505, -86.668744 36.300577, -86.671863 36.300997, -86.675242 36.299763, -86.678121 36.297685, -86.685743 36.288598, -86.686592 36.287135, -86.689097 36.287854, -86.692848 36.286285, -86.693899 36.291017, -86.699682 36.29761, -86.70019000000001 36.298931, -86.700872 36.300489))"
3135,47,037,015619,3,1500000US470370156193,470370156193,3,Block Group 3,BG,3514933,8040826,"POLYGON ((-86.61077899999999 36.128567, -86.610364 36.13206, -86.5975 36.130793, -86.591307 36.12764, -86.58394699999999 36.130269, -86.578907 36.129897, -86.57861800000001 36.122573, -86.57683400000001 36.080251, -86.579572 36.078377, -86.581119 36.079662, -86.581676 36.079875, -86.59555899999999 36.081657, -86.59656099999999 36.082492, -86.59728200000001 36.082258, -86.596324 36.079616, -86.597371 36.07867, -86.59959000000001 36.079425, -86.604584 36.079439, -86.606607 36.080405, -86.605726 36.083617, -86.605682 36.084118, -86.60566900000001 36.085228, -86.605689 36.086008, -86.603951 36.087377, -86.601962 36.087329, -86.59994399999999 36.086565, -86.599445 36.087772, -86.60096 36.088984, -86.60064199999999 36.090653, -86.602615 36.090457, -86.601539 36.092457, -86.591115 36.102781, -86.586906 36.107412, -86.586196 36.108764, -86.59882399999999 36.116017, -86.606677 36.112521, -86.609517 36.115741, -86.610913 36.127463, -86.61077899999999 36.128567))"
